region,﻿Nr.,Titulaires,Votes,position_elu,elu,commune,code_ins_commune,parti,liste,lien
Wallonie,17,RIFLET Pascal,35,,non,Amay,61003,AMAY.PLUS,Amay-AMAY.PLUS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM61003&party=7
Wallonie,18,GUSTINELLI Sabrina,79,,non,Amay,61003,AMAY.PLUS,Amay-AMAY.PLUS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM61003&party=7
Wallonie,19,STOEFS Donat,41,,non,Amay,61003,AMAY.PLUS,Amay-AMAY.PLUS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM61003&party=7
Wallonie,20,MASILLON Anaïs,75,,non,Amay,61003,AMAY.PLUS,Amay-AMAY.PLUS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM61003&party=7
Wallonie,21,CASTRONOVO François,53,,non,Amay,61003,AMAY.PLUS,Amay-AMAY.PLUS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM61003&party=7
Wallonie,22,de GROOT - LOHAY Geneviève,70,,non,Amay,61003,AMAY.PLUS,Amay-AMAY.PLUS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM61003&party=7
Wallonie,23,NEYENS - VANDERVORST Josianne,92,,non,Amay,61003,AMAY.PLUS,Amay-AMAY.PLUS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM61003&party=7
Wallonie,1,LÉONARD Françoise,576,1,oui,Andenne,92003,MR,Andenne-MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=5
Wallonie,2,VAN YDEGEM Nicolas,96,,non,Andenne,92003,MR,Andenne-MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=5
Wallonie,3,MAUER Lissia,138,,non,Andenne,92003,MR,Andenne-MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=5
Wallonie,4,VANDERVEKEN Xavier,122,,non,Andenne,92003,MR,Andenne-MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=5
Wallonie,5,TARPATAKI Françoise,177,3,oui,Andenne,92003,MR,Andenne-MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=5
Wallonie,6,FROIDBISE Thibaut,133,,non,Andenne,92003,MR,Andenne-MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=5
Wallonie,7,ANTHOPOULOS Georgia,60,,non,Andenne,92003,MR,Andenne-MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=5
Wallonie,8,ADAM François,92,,non,Andenne,92003,MR,Andenne-MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=5
Wallonie,9,PONCELET Dominique,73,,non,Andenne,92003,MR,Andenne-MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=5
Wallonie,10,BERTRAND Eric,99,,non,Andenne,92003,MR,Andenne-MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=5
Wallonie,11,VERNIERS Dominique,84,,non,Andenne,92003,MR,Andenne-MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=5
Wallonie,12,ZACHARY Fernand,66,,non,Andenne,92003,MR,Andenne-MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=5
Wallonie,13,MASSART Virginie,156,,non,Andenne,92003,MR,Andenne-MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=5
Wallonie,14,FLEMAL Geoffrey,65,,non,Andenne,92003,MR,Andenne-MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=5
Wallonie,15,KESTEMAN Marine,87,,non,Andenne,92003,MR,Andenne-MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=5
Wallonie,16,BUTERA Jean (Jean-Baptiste),65,,non,Andenne,92003,MR,Andenne-MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=5
Wallonie,17,PIRE Mégane,78,,non,Andenne,92003,MR,Andenne-MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=5
Wallonie,18,LOUIS Damien,165,,non,Andenne,92003,MR,Andenne-MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=5
Wallonie,19,DUCHÊNE Fabienne,88,,non,Andenne,92003,MR,Andenne-MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=5
Wallonie,20,TIRMARCHE Benjamin,82,,non,Andenne,92003,MR,Andenne-MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=5
Wallonie,21,de ALMEIDA Clerecilda,64,,non,Andenne,92003,MR,Andenne-MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=5
Wallonie,22,CLOSE Guillaume,62,,non,Andenne,92003,MR,Andenne-MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=5
Wallonie,23,BALFROID Jessica,107,,non,Andenne,92003,MR,Andenne-MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=5
Wallonie,24,HUBEAUX Julien,102,,non,Andenne,92003,MR,Andenne-MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=5
Wallonie,25,LALLEMAND Pascale,102,,non,Andenne,92003,MR,Andenne-MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=5
Wallonie,26,LEMPEREUR Frederic,86,,non,Andenne,92003,MR,Andenne-MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=5
Wallonie,27,CLÉRISSE Sonia,70,,non,Andenne,92003,MR,Andenne-MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=5
Wallonie,28,LÉONARD Pascal,97,,non,Andenne,92003,MR,Andenne-MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=5
Wallonie,29,MAGNÉE Isabelle,212,2,oui,Andenne,92003,MR,Andenne-MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=5
Wallonie,1,EERDEKENS Claude,3397,1,oui,Andenne,92003,PSD@,Andenne-PSD@,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=170
Wallonie,2,CRUSPIN Sandrine,1502,5,oui,Andenne,92003,PSD@,Andenne-PSD@,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=170
Wallonie,3,HAVELANGE Guy,1504,4,oui,Andenne,92003,PSD@,Andenne-PSD@,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=170
Wallonie,4,MAUGUIT Marie (Marie-Christine),549,17,oui,Andenne,92003,PSD@,Andenne-PSD@,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=170
Wallonie,5,LEPAGE René,293,,non,Andenne,92003,PSD@,Andenne-PSD@,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=170
Wallonie,6,BODART Christine,576,14,oui,Andenne,92003,PSD@,Andenne-PSD@,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=170
Wallonie,7,HENROTAUX André (Dédé),514,,non,Andenne,92003,PSD@,Andenne-PSD@,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=170
Wallonie,8,TOMASI Yvonne,327,,non,Andenne,92003,PSD@,Andenne-PSD@,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=170
Wallonie,9,BADOT Christian,828,8,oui,Andenne,92003,PSD@,Andenne-PSD@,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=170
Wallonie,10,SIMON-CASTELLAN Rosa (Rose),601,13,oui,Andenne,92003,PSD@,Andenne-PSD@,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=170
Wallonie,11,DELONGUEIL Sasha,304,,non,Andenne,92003,PSD@,Andenne-PSD@,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=170
Wallonie,12,FRANÇOIS Natacha,555,16,oui,Andenne,92003,PSD@,Andenne-PSD@,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=170
Wallonie,13,FRANCKINIOULLE Joël,396,,non,Andenne,92003,PSD@,Andenne-PSD@,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=170
Wallonie,14,LUONGO Cassandra,873,7,oui,Andenne,92003,PSD@,Andenne-PSD@,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=170
Wallonie,15,RASQUIN Philippe,659,10,oui,Andenne,92003,PSD@,Andenne-PSD@,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=170
Wallonie,16,SERESSIA Marie (Marie-Luce),574,15,oui,Andenne,92003,PSD@,Andenne-PSD@,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=170
Wallonie,17,GIOT Claude (Claudy),481,,non,Andenne,92003,PSD@,Andenne-PSD@,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=170
Wallonie,18,DESTREE-COLLIGNON Georgiane,343,,non,Andenne,92003,PSD@,Andenne-PSD@,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=170
Wallonie,19,ROBIJN Philippe,513,,non,Andenne,92003,PSD@,Andenne-PSD@,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=170
Wallonie,20,ELSEN Nathalie,538,,non,Andenne,92003,PSD@,Andenne-PSD@,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=170
Wallonie,21,GOOSSENS Kevin,641,11,oui,Andenne,92003,PSD@,Andenne-PSD@,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=170
Wallonie,22,VERHASSELT Lyzie,297,,non,Andenne,92003,PSD@,Andenne-PSD@,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=170
Wallonie,23,PIRARD Kevin,636,12,oui,Andenne,92003,PSD@,Andenne-PSD@,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=170
Wallonie,24,PIERARD Mélissa,417,,non,Andenne,92003,PSD@,Andenne-PSD@,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=170
Wallonie,25,TAFRATA Jawad,797,9,oui,Andenne,92003,PSD@,Andenne-PSD@,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=170
Wallonie,26,DE BEYS Aurore,418,,non,Andenne,92003,PSD@,Andenne-PSD@,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=170
Wallonie,27,COSTANTINI Benjamin,1897,3,oui,Andenne,92003,PSD@,Andenne-PSD@,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=170
Wallonie,28,MALISOUX Elisabeth,1362,6,oui,Andenne,92003,PSD@,Andenne-PSD@,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=170
Wallonie,29,SAMPAOLI Vincent,2622,2,oui,Andenne,92003,PSD@,Andenne-PSD@,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=170
Wallonie,1,SERMON Etienne,1027,2,oui,Andenne,92003,AD&N,Andenne-AD&N,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=105
Wallonie,2,DIEUDONNÉ-OLIVIER Martine,1136,1,oui,Andenne,92003,AD&N,Andenne-AD&N,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=105
Wallonie,3,MATTART Philippe,680,3,oui,Andenne,92003,AD&N,Andenne-AD&N,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=105
Wallonie,4,HALLEUX Florence,535,9,oui,Andenne,92003,AD&N,Andenne-AD&N,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=105
Wallonie,5,FURNELLE Vincent,387,,non,Andenne,92003,AD&N,Andenne-AD&N,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=105
Wallonie,6,LOMBA Caroline,640,5,oui,Andenne,92003,AD&N,Andenne-AD&N,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=105
Wallonie,7,MUSSEN Olivier,263,,non,Andenne,92003,AD&N,Andenne-AD&N,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=105
Wallonie,8,STORDEUR Virginie,426,,non,Andenne,92003,AD&N,Andenne-AD&N,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=105
Wallonie,9,SARTORI Eddy,439,,non,Andenne,92003,AD&N,Andenne-AD&N,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=105
Wallonie,10,WERY Florence,333,,non,Andenne,92003,AD&N,Andenne-AD&N,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=105
Wallonie,11,LUX Jean (Jean-Sébastien),295,,non,Andenne,92003,AD&N,Andenne-AD&N,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=105
Wallonie,12,WILLIQUET Gwendoline,538,8,oui,Andenne,92003,AD&N,Andenne-AD&N,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=105
Wallonie,13,MATHIEU Jean (Jean-Marie),356,,non,Andenne,92003,AD&N,Andenne-AD&N,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=105
Wallonie,14,TRUFIN Caroline,392,,non,Andenne,92003,AD&N,Andenne-AD&N,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=105
Wallonie,15,DEFOSSÉ Marc,282,,non,Andenne,92003,AD&N,Andenne-AD&N,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=105
Wallonie,16,VAN MELLO Laure,380,,non,Andenne,92003,AD&N,Andenne-AD&N,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=105
Wallonie,17,LIBERT Benoit,298,,non,Andenne,92003,AD&N,Andenne-AD&N,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=105
Wallonie,18,VAN DAMME Bernadette,301,,non,Andenne,92003,AD&N,Andenne-AD&N,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=105
Wallonie,19,BONANNO Giuseppe,233,,non,Andenne,92003,AD&N,Andenne-AD&N,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=105
Wallonie,20,WATCHAP Franciane,284,,non,Andenne,92003,AD&N,Andenne-AD&N,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=105
Wallonie,21,HUWART Jean-Yves,280,,non,Andenne,92003,AD&N,Andenne-AD&N,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=105
Wallonie,22,LANGENSCHEID Cécile,288,,non,Andenne,92003,AD&N,Andenne-AD&N,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=105
Wallonie,23,GILLET Emmanuel,399,,non,Andenne,92003,AD&N,Andenne-AD&N,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=105
Wallonie,24,DEWEZ Caroline,318,,non,Andenne,92003,AD&N,Andenne-AD&N,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=105
Wallonie,25,LEBLANC Pierre-Jean,332,,non,Andenne,92003,AD&N,Andenne-AD&N,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=105
Wallonie,26,VOETS Martine,381,,non,Andenne,92003,AD&N,Andenne-AD&N,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=105
Wallonie,27,MATTART Christian,565,7,oui,Andenne,92003,AD&N,Andenne-AD&N,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=105
Wallonie,28,JACQUES-STORME Emmanuelle,579,6,oui,Andenne,92003,AD&N,Andenne-AD&N,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=105
Wallonie,29,DOUMONT Hugues,659,4,oui,Andenne,92003,AD&N,Andenne-AD&N,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=105
Wallonie,1,THOLA Jean-Luc,93,,non,Andenne,92003,TS,Andenne-TS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=171
Wallonie,1,PETITJEAN Paul,351,,non,Andenne,92003,Le Renouveau,Andenne-Le Renouveau,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92003&party=172
Wallonie,1,TISON Philippe,1374,1,oui,Anderlues,56001,PS,Anderlues-PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM56001&party=8
Wallonie,2,GONZALEZ MOYANO Virginie,1118,2,oui,Anderlues,56001,PS,Anderlues-PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM56001&party=8
Wallonie,3,ZANOLA Rudy,952,3,oui,Anderlues,56001,PS,Anderlues-PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM56001&party=8
Wallonie,4,RIZZO Lori,851,4,oui,Anderlues,56001,PS,Anderlues-PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM56001&party=8
Wallonie,5,GUYOT Michaël,733,5,oui,Anderlues,56001,PS,Anderlues-PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM56001&party=8
Wallonie,6,DUSSART Roseline,465,7,oui,Anderlues,56001,PS,Anderlues-PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM56001&party=8
Wallonie,7,MOSCARIELLO Annibale,479,6,oui,Anderlues,56001,PS,Anderlues-PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM56001&party=8
Wallonie,8,STROOBANS Carine,265,,non,Anderlues,56001,PS,Anderlues-PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM56001&party=8
Wallonie,9,BACCATI Franco,304,13,oui,Anderlues,56001,PS,Anderlues-PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM56001&party=8
Wallonie,10,GOURMEUR Nathalie,306,12,oui,Anderlues,56001,PS,Anderlues-PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM56001&party=8
Wallonie,11,BIKÉ Philippe,335,11,oui,Anderlues,56001,PS,Anderlues-PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM56001&party=8
Wallonie,12,MERCEDES Styvielanie,201,,non,Anderlues,56001,PS,Anderlues-PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM56001&party=8
Wallonie,13,GODAUX Thierry,229,,non,Anderlues,56001,PS,Anderlues-PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM56001&party=8
Wallonie,14,LARABI Dalila,382,9,oui,Anderlues,56001,PS,Anderlues-PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM56001&party=8
Wallonie,15,HECTOR Maxime,252,,non,Anderlues,56001,PS,Anderlues-PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM56001&party=8
Wallonie,16,GUERLEMENT Aurélie,248,,non,Anderlues,56001,PS,Anderlues-PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM56001&party=8
Wallonie,17,LALLART Thierry,357,10,oui,Anderlues,56001,PS,Anderlues-PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM56001&party=8
Wallonie,18,DENIS Elisabeth,231,,non,Anderlues,56001,PS,Anderlues-PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM56001&party=8
Wallonie,19,ENA Giuliano,299,14,oui,Anderlues,56001,PS,Anderlues-PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM56001&party=8
Wallonie,20,LEQUEUX Sandrine,220,,non,Anderlues,56001,PS,Anderlues-PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM56001&party=8
Wallonie,21,BASTIN Alain,178,,non,Anderlues,56001,PS,Anderlues-PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM56001&party=8
Wallonie,22,BAUDUIN Marine,232,,non,Anderlues,56001,PS,Anderlues-PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM56001&party=8
Wallonie,23,PASTO Guglielmo,455,8,oui,Anderlues,56001,PS,Anderlues-PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM56001&party=8
Wallonie,1,LABIAU Dimitri,34,,non,Anderlues,56001,WI,Anderlues-WI,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM56001&party=80
Wallonie,2,JOSSE Laura,46,,non,Anderlues,56001,WI,Anderlues-WI,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM56001&party=80
Wallonie,3,FOUGERE Willy,28,,non,Anderlues,56001,WI,Anderlues-WI,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM56001&party=80
Wallonie,1,POLAIN Hadrien,1283,1,oui,Anderlues,56001,AJC,Anderlues-AJC,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM56001&party=118
Wallonie,2,CUBI Corinne,832,2,oui,Anderlues,56001,AJC,Anderlues-AJC,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM56001&party=118
Wallonie,3,GUERLEMENT Nicolas,368,3,oui,Anderlues,56001,AJC,Anderlues-AJC,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM56001&party=118
Wallonie,4,DUCHÈNE Aurore,257,5,oui,Anderlues,56001,AJC,Anderlues-AJC,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM56001&party=118
Wallonie,5,MOTTE Francis,216,8,oui,Anderlues,56001,AJC,Anderlues-AJC,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM56001&party=118
Wallonie,6,BOUILLON Patricia,224,6,oui,Anderlues,56001,AJC,Anderlues-AJC,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM56001&party=118
Wallonie,7,LELEUX Stéphan,217,7,oui,Anderlues,56001,AJC,Anderlues-AJC,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM56001&party=118
Wallonie,8,FONTIGNIE Véronique,166,,non,Anderlues,56001,AJC,Anderlues-AJC,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM56001&party=118
Wallonie,9,EVRARD Michael,135,,non,Anderlues,56001,AJC,Anderlues-AJC,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM56001&party=118
Wallonie,10,PIZZANO Maria,190,,non,Anderlues,56001,AJC,Anderlues-AJC,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM56001&party=118
Wallonie,11,PIETERAERENS Thierry,155,,non,Anderlues,56001,AJC,Anderlues-AJC,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM56001&party=118
Wallonie,12,CATTERNAN Delphine,146,,non,Anderlues,56001,AJC,Anderlues-AJC,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM56001&party=118
Wallonie,13,DELPORTE Mike,119,,non,Anderlues,56001,AJC,Anderlues-AJC,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM56001&party=118
Wallonie,14,DEBELLE Laetitia,207,,non,Anderlues,56001,AJC,Anderlues-AJC,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM56001&party=118
Wallonie,15,MANINI Daniel,178,,non,Anderlues,56001,AJC,Anderlues-AJC,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM56001&party=118
Wallonie,16,DI TURI Lara,145,,non,Anderlues,56001,AJC,Anderlues-AJC,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM56001&party=118
Wallonie,17,FOUCART Eddy,181,,non,Anderlues,56001,AJC,Anderlues-AJC,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM56001&party=118
Wallonie,18,de JAMBLINNE de MEUX Maïdo,210,9,oui,Anderlues,56001,AJC,Anderlues-AJC,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM56001&party=118
Wallonie,19,TISAT Fabio,197,,non,Anderlues,56001,AJC,Anderlues-AJC,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM56001&party=118
Wallonie,20,PIAZZA Angelina (Angie),204,,non,Anderlues,56001,AJC,Anderlues-AJC,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM56001&party=118
Wallonie,21,PASTURE Sébastien (Exo),134,,non,Anderlues,56001,AJC,Anderlues-AJC,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM56001&party=118
Wallonie,22,GLINNE Elodie,180,,non,Anderlues,56001,AJC,Anderlues-AJC,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM56001&party=118
Wallonie,23,FLAMANT Jean-Marie,289,4,oui,Anderlues,56001,AJC,Anderlues-AJC,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM56001&party=118
Wallonie,1,DERMINE Fabrice,73,,non,Anderlues,56001,GAUCHE,Anderlues-GAUCHE,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM56001&party=119
Wallonie,2,MASQUELIER Béatrice,29,,non,Anderlues,56001,GAUCHE,Anderlues-GAUCHE,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM56001&party=119
Wallonie,3,FANELLI David,25,,non,Anderlues,56001,GAUCHE,Anderlues-GAUCHE,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM56001&party=119
Wallonie,4,DE MEYER Mélissa,26,,non,Anderlues,56001,GAUCHE,Anderlues-GAUCHE,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM56001&party=119
