Nr.,nom,voix,elu,commune,parti,lien
30,Leszczyn̕ska-Wrzalik Barbara,48,,Anderlecht,PS-sp.a+,http://bru2018.brussels/fr/results/municipalities/6075/lists/24.html
31,Kuetche Toussi Hervé,34,,Anderlecht,PS-sp.a+,http://bru2018.brussels/fr/results/municipalities/6075/lists/24.html
32,Fagnant Louise,59,,Anderlecht,PS-sp.a+,http://bru2018.brussels/fr/results/municipalities/6075/lists/24.html
33,Romera Zapata Miguel,85,,Anderlecht,PS-sp.a+,http://bru2018.brussels/fr/results/municipalities/6075/lists/24.html
34,Jordan Chantal,96,,Anderlecht,PS-sp.a+,http://bru2018.brussels/fr/results/municipalities/6075/lists/24.html
35,Baeten Rik,164,,Anderlecht,PS-sp.a+,http://bru2018.brussels/fr/results/municipalities/6075/lists/24.html
1,De Wolf Vincent,3984,1,Anderlecht,LB-LISTE BOURGMESTRE,http://bru2018.brussels/fr/results/municipalities/6075/lists/150.html
2,Vandersande Anne,462,2,Anderlecht,LB-LISTE BOURGMESTRE,http://bru2018.brussels/fr/results/municipalities/6075/lists/150.html
3,Lenaers Patrick,1072,3,Anderlecht,LB-LISTE BOURGMESTRE,http://bru2018.brussels/fr/results/municipalities/6075/lists/150.html
4,Paulissen Eliane,519,9,Anderlecht,LB-LISTE BOURGMESTRE,http://bru2018.brussels/fr/results/municipalities/6075/lists/150.html
5,Van Bockstal Frank,744,5,Anderlecht,LB-LISTE BOURGMESTRE,http://bru2018.brussels/fr/results/municipalities/6075/lists/150.html
6,Defèche Laure-Mélanie,434,13,Anderlecht,LB-LISTE BOURGMESTRE,http://bru2018.brussels/fr/results/municipalities/6075/lists/150.html
7,Es Aziz,667,7,Anderlecht,LB-LISTE BOURGMESTRE,http://bru2018.brussels/fr/results/municipalities/6075/lists/150.html
8,Houyoux Emeline,445,11,Anderlecht,LB-LISTE BOURGMESTRE,http://bru2018.brussels/fr/results/municipalities/6075/lists/150.html
9,Laurent Jean,509,10,Anderlecht,LB-LISTE BOURGMESTRE,http://bru2018.brussels/fr/results/municipalities/6075/lists/150.html
10,Matin Far Maryam,387,,Anderlecht,LB-LISTE BOURGMESTRE,http://bru2018.brussels/fr/results/municipalities/6075/lists/150.html
11,Vleminckx Laurent,406,14,Anderlecht,LB-LISTE BOURGMESTRE,http://bru2018.brussels/fr/results/municipalities/6075/lists/150.html
12,Karys Pauwels Yannick,191,,Anderlecht,LB-LISTE BOURGMESTRE,http://bru2018.brussels/fr/results/municipalities/6075/lists/150.html
13,Benarafa Imad,259,,Anderlecht,LB-LISTE BOURGMESTRE,http://bru2018.brussels/fr/results/municipalities/6075/lists/150.html
14,Canters Véronique,307,,Anderlecht,LB-LISTE BOURGMESTRE,http://bru2018.brussels/fr/results/municipalities/6075/lists/150.html
15,Tatou Yasin,272,,Anderlecht,LB-LISTE BOURGMESTRE,http://bru2018.brussels/fr/results/municipalities/6075/lists/150.html
16,Savelkoul Ethel,396,15,Anderlecht,LB-LISTE BOURGMESTRE,http://bru2018.brussels/fr/results/municipalities/6075/lists/150.html
17,Mukulumani Albert,279,,Anderlecht,LB-LISTE BOURGMESTRE,http://bru2018.brussels/fr/results/municipalities/6075/lists/150.html
18,Taittinger Virginie,442,12,Anderlecht,LB-LISTE BOURGMESTRE,http://bru2018.brussels/fr/results/municipalities/6075/lists/150.html
19,Van Praet Arnaud,615,8,Anderlecht,LB-LISTE BOURGMESTRE,http://bru2018.brussels/fr/results/municipalities/6075/lists/150.html
20,Di Rella Anna,180,,Anderlecht,LB-LISTE BOURGMESTRE,http://bru2018.brussels/fr/results/municipalities/6075/lists/150.html
21,de Beco Christian,297,,Anderlecht,LB-LISTE BOURGMESTRE,http://bru2018.brussels/fr/results/municipalities/6075/lists/150.html
22,Merzguioui Zohra,288,,Anderlecht,LB-LISTE BOURGMESTRE,http://bru2018.brussels/fr/results/municipalities/6075/lists/150.html
23,de Spot Jean,189,,Anderlecht,LB-LISTE BOURGMESTRE,http://bru2018.brussels/fr/results/municipalities/6075/lists/150.html
24,Kombor Beata,147,,Anderlecht,LB-LISTE BOURGMESTRE,http://bru2018.brussels/fr/results/municipalities/6075/lists/150.html
25,Colin Olivier,728,6,Anderlecht,LB-LISTE BOURGMESTRE,http://bru2018.brussels/fr/results/municipalities/6075/lists/150.html
26,de Fauconval Myriam,291,,Anderlecht,LB-LISTE BOURGMESTRE,http://bru2018.brussels/fr/results/municipalities/6075/lists/150.html
27,Idelcaid Hicham,297,,Anderlecht,LB-LISTE BOURGMESTRE,http://bru2018.brussels/fr/results/municipalities/6075/lists/150.html
28,Amriah Sabrina,160,,Anderlecht,LB-LISTE BOURGMESTRE,http://bru2018.brussels/fr/results/municipalities/6075/lists/150.html
29,Desmet Vanden Stock Louis,198,,Anderlecht,LB-LISTE BOURGMESTRE,http://bru2018.brussels/fr/results/municipalities/6075/lists/150.html
30,le Hardÿ de Beaulieu Adeline,315,,Anderlecht,LB-LISTE BOURGMESTRE,http://bru2018.brussels/fr/results/municipalities/6075/lists/150.html
31,Jamar Maurice,304,,Anderlecht,LB-LISTE BOURGMESTRE,http://bru2018.brussels/fr/results/municipalities/6075/lists/150.html
32,Pendeville Florence,391,16,Anderlecht,LB-LISTE BOURGMESTRE,http://bru2018.brussels/fr/results/municipalities/6075/lists/150.html
33,Robert Jean-Luc,316,,Anderlecht,LB-LISTE BOURGMESTRE,http://bru2018.brussels/fr/results/municipalities/6075/lists/150.html
34,Pardonge Josianne,370,,Anderlecht,LB-LISTE BOURGMESTRE,http://bru2018.brussels/fr/results/municipalities/6075/lists/150.html
35,de Marcken de Merken Bernard,822,4,Anderlecht,LB-LISTE BOURGMESTRE,http://bru2018.brussels/fr/results/municipalities/6075/lists/150.html
1,Perrottet Kevin,146,,Anderlecht,VOLT BELGIË-BELGIQUE,http://bru2018.brussels/fr/results/municipalities/6075/lists/157.html
2,Takács Boróka,68,,Anderlecht,VOLT BELGIË-BELGIQUE,http://bru2018.brussels/fr/results/municipalities/6075/lists/157.html
1,Mbombo Tshidimba Sylvie,303,1,Anderlecht,HUMANISTES EVEROIS,http://bru2018.brussels/fr/results/municipalities/6076/lists/129.html
2,Kheddoumi Mohamed,181,,Anderlecht,HUMANISTES EVEROIS,http://bru2018.brussels/fr/results/municipalities/6076/lists/129.html
3,Dassy Christine,116,,Anderlecht,HUMANISTES EVEROIS,http://bru2018.brussels/fr/results/municipalities/6076/lists/129.html
4,Bougard Michaël,94,,Anderlecht,HUMANISTES EVEROIS,http://bru2018.brussels/fr/results/municipalities/6076/lists/129.html
5,Lokwa Musuamba,119,,Anderlecht,HUMANISTES EVEROIS,http://bru2018.brussels/fr/results/municipalities/6076/lists/129.html
6,Srihi Mohammed,109,,Anderlecht,HUMANISTES EVEROIS,http://bru2018.brussels/fr/results/municipalities/6076/lists/129.html
7,Descamps Patricia,79,,Anderlecht,HUMANISTES EVEROIS,http://bru2018.brussels/fr/results/municipalities/6076/lists/129.html
8,Plissart Emmanuel,48,,Anderlecht,HUMANISTES EVEROIS,http://bru2018.brussels/fr/results/municipalities/6076/lists/129.html
9,Sigalas Ekaterini,36,,Anderlecht,HUMANISTES EVEROIS,http://bru2018.brussels/fr/results/municipalities/6076/lists/129.html
10,Claes Georges,51,,Anderlecht,HUMANISTES EVEROIS,http://bru2018.brussels/fr/results/municipalities/6076/lists/129.html
11,Rugovaj Ardita,62,,Anderlecht,HUMANISTES EVEROIS,http://bru2018.brussels/fr/results/municipalities/6076/lists/129.html
12,Kharrat El Hassan,53,,Anderlecht,HUMANISTES EVEROIS,http://bru2018.brussels/fr/results/municipalities/6076/lists/129.html
13,Perska Urszula,58,,Anderlecht,HUMANISTES EVEROIS,http://bru2018.brussels/fr/results/municipalities/6076/lists/129.html
14,Uyttendaele Stéphane,39,,Anderlecht,HUMANISTES EVEROIS,http://bru2018.brussels/fr/results/municipalities/6076/lists/129.html
15,Aïssa Saïda,94,,Anderlecht,HUMANISTES EVEROIS,http://bru2018.brussels/fr/results/municipalities/6076/lists/129.html
16,Evrard Olivier,56,,Anderlecht,HUMANISTES EVEROIS,http://bru2018.brussels/fr/results/municipalities/6076/lists/129.html
17,Bougard Eva,61,,Anderlecht,HUMANISTES EVEROIS,http://bru2018.brussels/fr/results/municipalities/6076/lists/129.html
18,Gelin Christophe,64,,Anderlecht,HUMANISTES EVEROIS,http://bru2018.brussels/fr/results/municipalities/6076/lists/129.html
19,Libert Yves,82,,Anderlecht,HUMANISTES EVEROIS,http://bru2018.brussels/fr/results/municipalities/6076/lists/129.html
1,Talhi Hicham,693,1,Anderlecht,ECOLO-GROEN,http://bru2018.brussels/fr/results/municipalities/6076/lists/31.html
2,Lion Martine,342,2,Anderlecht,ECOLO-GROEN,http://bru2018.brussels/fr/results/municipalities/6076/lists/31.html
3,Mommart Jean-Philippe,233,6,Anderlecht,ECOLO-GROEN,http://bru2018.brussels/fr/results/municipalities/6076/lists/31.html
4,Rodrigues Inês,256,3,Anderlecht,ECOLO-GROEN,http://bru2018.brussels/fr/results/municipalities/6076/lists/31.html
5,Chairi Housini,180,,Anderlecht,ECOLO-GROEN,http://bru2018.brussels/fr/results/municipalities/6076/lists/31.html
6,Guillaume Mathilde,240,4,Anderlecht,ECOLO-GROEN,http://bru2018.brussels/fr/results/municipalities/6076/lists/31.html
7,Garcia Martin José,154,,Anderlecht,ECOLO-GROEN,http://bru2018.brussels/fr/results/municipalities/6076/lists/31.html
8,El Ghorfi Sarah,184,,Anderlecht,ECOLO-GROEN,http://bru2018.brussels/fr/results/municipalities/6076/lists/31.html
9,Mukhopadhyay Sanjay,91,,Anderlecht,ECOLO-GROEN,http://bru2018.brussels/fr/results/municipalities/6076/lists/31.html
10,Hubrechts Griet,191,,Anderlecht,ECOLO-GROEN,http://bru2018.brussels/fr/results/municipalities/6076/lists/31.html
11,Poitoux Henry,74,,Anderlecht,ECOLO-GROEN,http://bru2018.brussels/fr/results/municipalities/6076/lists/31.html
12,Kupper Claire,167,,Anderlecht,ECOLO-GROEN,http://bru2018.brussels/fr/results/municipalities/6076/lists/31.html
13,Jost-Roumagnou Elvis,92,,Anderlecht,ECOLO-GROEN,http://bru2018.brussels/fr/results/municipalities/6076/lists/31.html
14,Collard Claire,194,7,Anderlecht,ECOLO-GROEN,http://bru2018.brussels/fr/results/municipalities/6076/lists/31.html
15,Borsellini Laurent,109,,Anderlecht,ECOLO-GROEN,http://bru2018.brussels/fr/results/municipalities/6076/lists/31.html
16,Raymaekers Marie-Anne,156,,Anderlecht,ECOLO-GROEN,http://bru2018.brussels/fr/results/municipalities/6076/lists/31.html
17,Verhaegen Jacques,142,,Anderlecht,ECOLO-GROEN,http://bru2018.brussels/fr/results/municipalities/6076/lists/31.html
18,Jacoby Josiane,129,,Anderlecht,ECOLO-GROEN,http://bru2018.brussels/fr/results/municipalities/6076/lists/31.html
19,Verhelst Gaël,102,,Anderlecht,ECOLO-GROEN,http://bru2018.brussels/fr/results/municipalities/6076/lists/31.html
20,Apraham Tatev,82,,Anderlecht,ECOLO-GROEN,http://bru2018.brussels/fr/results/municipalities/6076/lists/31.html
21,Vinck Matthieu,110,,Anderlecht,ECOLO-GROEN,http://bru2018.brussels/fr/results/municipalities/6076/lists/31.html
22,Cremers Nathalie,155,,Anderlecht,ECOLO-GROEN,http://bru2018.brussels/fr/results/municipalities/6076/lists/31.html
23,Bribosia François,74,,Anderlecht,ECOLO-GROEN,http://bru2018.brussels/fr/results/municipalities/6076/lists/31.html
24,Messiaen Chantal,102,,Anderlecht,ECOLO-GROEN,http://bru2018.brussels/fr/results/municipalities/6076/lists/31.html
25,Hanssens Bart,102,,Anderlecht,ECOLO-GROEN,http://bru2018.brussels/fr/results/municipalities/6076/lists/31.html
26,Debroeyer Zoé,163,,Anderlecht,ECOLO-GROEN,http://bru2018.brussels/fr/results/municipalities/6076/lists/31.html
27,Hidali Mohamed,134,,Anderlecht,ECOLO-GROEN,http://bru2018.brussels/fr/results/municipalities/6076/lists/31.html
28,Vannieuwenhuyze Elodie,161,,Anderlecht,ECOLO-GROEN,http://bru2018.brussels/fr/results/municipalities/6076/lists/31.html
29,Godin Axel,81,,Anderlecht,ECOLO-GROEN,http://bru2018.brussels/fr/results/municipalities/6076/lists/31.html
30,van Cutsem Violaine,162,,Anderlecht,ECOLO-GROEN,http://bru2018.brussels/fr/results/municipalities/6076/lists/31.html
31,Debroeyer Serge,73,,Anderlecht,ECOLO-GROEN,http://bru2018.brussels/fr/results/municipalities/6076/lists/31.html
32,Godart Colombine,146,,Anderlecht,ECOLO-GROEN,http://bru2018.brussels/fr/results/municipalities/6076/lists/31.html
33,Poelman Etienne,69,,Anderlecht,ECOLO-GROEN,http://bru2018.brussels/fr/results/municipalities/6076/lists/31.html
34,Finné Claire,234,5,Anderlecht,ECOLO-GROEN,http://bru2018.brussels/fr/results/municipalities/6076/lists/31.html
35,Octave Jean,193,,Anderlecht,ECOLO-GROEN,http://bru2018.brussels/fr/results/municipalities/6076/lists/31.html
1,Freson Pascal,359,1,Anderlecht,DéFI,http://bru2018.brussels/fr/results/municipalities/6076/lists/73.html
2,Duquennois Muriel,203,2,Anderlecht,DéFI,http://bru2018.brussels/fr/results/municipalities/6076/lists/73.html
3,Christiaens Richard,105,,Anderlecht,DéFI,http://bru2018.brussels/fr/results/municipalities/6076/lists/73.html
4,Grenier Jennifer,203,3,Anderlecht,DéFI,http://bru2018.brussels/fr/results/municipalities/6076/lists/73.html
5,Pricken Hubert,71,,Anderlecht,DéFI,http://bru2018.brussels/fr/results/municipalities/6076/lists/73.html
6,Cornu Sabrina,119,,Anderlecht,DéFI,http://bru2018.brussels/fr/results/municipalities/6076/lists/73.html
7,Collaer Stéphane,75,,Anderlecht,DéFI,http://bru2018.brussels/fr/results/municipalities/6076/lists/73.html
8,Babasou Amanda,120,,Anderlecht,DéFI,http://bru2018.brussels/fr/results/municipalities/6076/lists/73.html
9,Vandeputte Michel,120,,Anderlecht,DéFI,http://bru2018.brussels/fr/results/municipalities/6076/lists/73.html
10,Padoan Carine,99,,Anderlecht,DéFI,http://bru2018.brussels/fr/results/municipalities/6076/lists/73.html
11,Heine Serge,63,,Anderlecht,DéFI,http://bru2018.brussels/fr/results/municipalities/6076/lists/73.html
12,Magenge Cinthya,71,,Anderlecht,DéFI,http://bru2018.brussels/fr/results/municipalities/6076/lists/73.html
13,Renson Alain,77,,Anderlecht,DéFI,http://bru2018.brussels/fr/results/municipalities/6076/lists/73.html
14,Märzova Iveta,60,,Anderlecht,DéFI,http://bru2018.brussels/fr/results/municipalities/6076/lists/73.html
15,Léonard Jean-Marie,58,,Anderlecht,DéFI,http://bru2018.brussels/fr/results/municipalities/6076/lists/73.html
16,Morisset Anne,70,,Anderlecht,DéFI,http://bru2018.brussels/fr/results/municipalities/6076/lists/73.html
17,Fitzgerald Laverde John,47,,Anderlecht,DéFI,http://bru2018.brussels/fr/results/municipalities/6076/lists/73.html
18,Kucharczyk France,65,,Anderlecht,DéFI,http://bru2018.brussels/fr/results/municipalities/6076/lists/73.html
19,Stoianov Kristian,38,,Anderlecht,DéFI,http://bru2018.brussels/fr/results/municipalities/6076/lists/73.html
20,Videcoq Sabine,68,,Anderlecht,DéFI,http://bru2018.brussels/fr/results/municipalities/6076/lists/73.html
21,Remy Henri,64,,Anderlecht,DéFI,http://bru2018.brussels/fr/results/municipalities/6076/lists/73.html
22,Natus Liliane,49,,Anderlecht,DéFI,http://bru2018.brussels/fr/results/municipalities/6076/lists/73.html
23,Herickx Berthold,32,,Anderlecht,DéFI,http://bru2018.brussels/fr/results/municipalities/6076/lists/73.html
24,Nyarwaya Marie,43,,Anderlecht,DéFI,http://bru2018.brussels/fr/results/municipalities/6076/lists/73.html
25,Jakupi Arsim,172,4,Anderlecht,DéFI,http://bru2018.brussels/fr/results/municipalities/6076/lists/73.html
26,Ribaucourt Christiane,55,,Anderlecht,DéFI,http://bru2018.brussels/fr/results/municipalities/6076/lists/73.html
27,Louis Maurice,31,,Anderlecht,DéFI,http://bru2018.brussels/fr/results/municipalities/6076/lists/73.html
28,Legros Sophie,76,,Anderlecht,DéFI,http://bru2018.brussels/fr/results/municipalities/6076/lists/73.html
29,Van Brusselt Marc,29,,Anderlecht,DéFI,http://bru2018.brussels/fr/results/municipalities/6076/lists/73.html
30,Nkandu Yumba,57,,Anderlecht,DéFI,http://bru2018.brussels/fr/results/municipalities/6076/lists/73.html
31,Gendarme Patrick,72,,Anderlecht,DéFI,http://bru2018.brussels/fr/results/municipalities/6076/lists/73.html
32,Velasco Tulcanaza Olga,48,,Anderlecht,DéFI,http://bru2018.brussels/fr/results/municipalities/6076/lists/73.html
33,Boly Patrick,33,,Anderlecht,DéFI,http://bru2018.brussels/fr/results/municipalities/6076/lists/73.html
34,Duquennois Véronique,103,,Anderlecht,DéFI,http://bru2018.brussels/fr/results/municipalities/6076/lists/73.html
35,Verlaine Myriam,158,,Anderlecht,DéFI,http://bru2018.brussels/fr/results/municipalities/6076/lists/73.html
1,Surmont Philip,320,1,Anderlecht,N-VA,http://bru2018.brussels/fr/results/municipalities/6076/lists/52.html
2,Renders Jacqueline,228,,Anderlecht,N-VA,http://bru2018.brussels/fr/results/municipalities/6076/lists/52.html
1,Vander Elst Alain,1183,1,Anderlecht,MR,http://bru2018.brussels/fr/results/municipalities/6076/lists/108.html
2,Tek Belma,341,2,Anderlecht,MR,http://bru2018.brussels/fr/results/municipalities/6076/lists/108.html
3,Bondu Marc,354,3,Anderlecht,MR,http://bru2018.brussels/fr/results/municipalities/6076/lists/108.html
4,Bouttelgier Elsje,218,5,Anderlecht,MR,http://bru2018.brussels/fr/results/municipalities/6076/lists/108.html
5,Michotte Philippe,182,6,Anderlecht,MR,http://bru2018.brussels/fr/results/municipalities/6076/lists/108.html
6,Mokto Signé Annie,149,,Anderlecht,MR,http://bru2018.brussels/fr/results/municipalities/6076/lists/108.html
7,De Kleermaeker Frank,94,,Anderlecht,MR,http://bru2018.brussels/fr/results/municipalities/6076/lists/108.html
8,Dauwe-Van Deynse Heidi,173,,Anderlecht,MR,http://bru2018.brussels/fr/results/municipalities/6076/lists/108.html
9,Kéts Luc,146,,Anderlecht,MR,http://bru2018.brussels/fr/results/municipalities/6076/lists/108.html
10,Debel Martine,106,,Anderlecht,MR,http://bru2018.brussels/fr/results/municipalities/6076/lists/108.html
11,Nolet Sébastien,122,,Anderlecht,MR,http://bru2018.brussels/fr/results/municipalities/6076/lists/108.html
12,Jacquart Christine,125,,Anderlecht,MR,http://bru2018.brussels/fr/results/municipalities/6076/lists/108.html
13,Devillet Jonathan,145,,Anderlecht,MR,http://bru2018.brussels/fr/results/municipalities/6076/lists/108.html
14,Pauwels Anne,93,,Anderlecht,MR,http://bru2018.brussels/fr/results/municipalities/6076/lists/108.html
15,Budak Fehmi,94,,Anderlecht,MR,http://bru2018.brussels/fr/results/municipalities/6076/lists/108.html
16,Deheyn Ghislaine,93,,Anderlecht,MR,http://bru2018.brussels/fr/results/municipalities/6076/lists/108.html
17,Larmoyer Alexandre,52,,Anderlecht,MR,http://bru2018.brussels/fr/results/municipalities/6076/lists/108.html
18,Lelotte Michèle,151,,Anderlecht,MR,http://bru2018.brussels/fr/results/municipalities/6076/lists/108.html
19,Robin Didier,88,,Anderlecht,MR,http://bru2018.brussels/fr/results/municipalities/6076/lists/108.html
20,Cassart Sophie,114,,Anderlecht,MR,http://bru2018.brussels/fr/results/municipalities/6076/lists/108.html
21,Dekimpe Patrick,110,,Anderlecht,MR,http://bru2018.brussels/fr/results/municipalities/6076/lists/108.html
22,Lauwers Sabine,75,,Anderlecht,MR,http://bru2018.brussels/fr/results/municipalities/6076/lists/108.html
23,Lerou Guy,91,,Anderlecht,MR,http://bru2018.brussels/fr/results/municipalities/6076/lists/108.html
24,Spaens Isabelle,75,,Anderlecht,MR,http://bru2018.brussels/fr/results/municipalities/6076/lists/108.html
25,Sanishvili Michel,57,,Anderlecht,MR,http://bru2018.brussels/fr/results/municipalities/6076/lists/108.html
26,Vanbellingen Patricia,118,,Anderlecht,MR,http://bru2018.brussels/fr/results/municipalities/6076/lists/108.html
27,Kesteloot Dominique,62,,Anderlecht,MR,http://bru2018.brussels/fr/results/municipalities/6076/lists/108.html
28,Coemans Josepha,85,,Anderlecht,MR,http://bru2018.brussels/fr/results/municipalities/6076/lists/108.html
