Nr.,Titulaires,Votes,%,I,II,III,commune,parti,lien,liste
16,BRASSELLE Christian,137,"1,55%",137,NA,7,Juprelle,IC,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM62060&party=11,Juprelle-IC
17,JUPRELLE Catherine,301,"3,41%",301,8,NA,Juprelle,IC,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM62060&party=11,Juprelle-IC
18,SCHAECK Arthur,155,"1,76%",155,NA,6,Juprelle,IC,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM62060&party=11,Juprelle-IC
19,THYS Geneviève,301,"3,41%",301,9,NA,Juprelle,IC,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM62060&party=11,Juprelle-IC
20,LIBERT Manu,279,"3,16%",279,10,NA,Juprelle,IC,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM62060&party=11,Juprelle-IC
21,COLARD Christophe,829,"9,40%",829,4,NA,Juprelle,IC,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM62060&party=11,Juprelle-IC
1,POULET-DUNON Patricia,886,"17,23%",886,1,NA,Juprelle,UP ! Juprelle,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM62060&party=231,Juprelle-UP ! Juprelle
2,REYNDERS Fabrice,273,"5,31%",273,6,NA,Juprelle,UP ! Juprelle,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM62060&party=231,Juprelle-UP ! Juprelle
3,NYSSEN-BONJEAN Angèle,326,"6,34%",326,4,NA,Juprelle,UP ! Juprelle,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM62060&party=231,Juprelle-UP ! Juprelle
4,DARCIS Frédéric,247,"4,80%",247,7,NA,Juprelle,UP ! Juprelle,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM62060&party=231,Juprelle-UP ! Juprelle
5,GETTINO Linda,221,"4,30%",221,NA,1,Juprelle,UP ! Juprelle,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM62060&party=231,Juprelle-UP ! Juprelle
6,REMI Maurice,286,"5,56%",286,5,NA,Juprelle,UP ! Juprelle,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM62060&party=231,Juprelle-UP ! Juprelle
7,SAUVENIER Annick,130,"2,53%",130,NA,9,Juprelle,UP ! Juprelle,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM62060&party=231,Juprelle-UP ! Juprelle
8,YANS Frédéric,344,"6,69%",344,3,NA,Juprelle,UP ! Juprelle,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM62060&party=231,Juprelle-UP ! Juprelle
9,DUTRIEUX Marie-Eve,185,"3,60%",185,NA,3,Juprelle,UP ! Juprelle,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM62060&party=231,Juprelle-UP ! Juprelle
10,PAGNOUL Carl,124,"2,41%",124,NA,11,Juprelle,UP ! Juprelle,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM62060&party=231,Juprelle-UP ! Juprelle
11,KARMAOUI Yasmine,152,"2,96%",152,NA,6,Juprelle,UP ! Juprelle,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM62060&party=231,Juprelle-UP ! Juprelle
12,VERCOUTERE François,174,"3,38%",174,NA,4,Juprelle,UP ! Juprelle,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM62060&party=231,Juprelle-UP ! Juprelle
13,COLSON Nathalie,196,"3,81%",196,NA,2,Juprelle,UP ! Juprelle,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM62060&party=231,Juprelle-UP ! Juprelle
14,VANDERDONCK Jason,148,"2,88%",148,NA,7,Juprelle,UP ! Juprelle,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM62060&party=231,Juprelle-UP ! Juprelle
15,VROONEN Stéphanie,154,3%,154,NA,5,Juprelle,UP ! Juprelle,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM62060&party=231,Juprelle-UP ! Juprelle
16,CAMBRÉ Kévin,97,"1,89%",97,NA,12,Juprelle,UP ! Juprelle,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM62060&party=231,Juprelle-UP ! Juprelle
17,PLUCINSKI Agnieszka,86,"1,67%",86,NA,13,Juprelle,UP ! Juprelle,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM62060&party=231,Juprelle-UP ! Juprelle
18,PLOPER Willy,140,"2,72%",140,NA,8,Juprelle,UP ! Juprelle,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM62060&party=231,Juprelle-UP ! Juprelle
19,BAERT-ROUTTIAU Angélique,126,"2,45%",126,NA,10,Juprelle,UP ! Juprelle,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM62060&party=231,Juprelle-UP ! Juprelle
20,DELOOZ Michel,232,"4,51%",232,8,NA,Juprelle,UP ! Juprelle,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM62060&party=231,Juprelle-UP ! Juprelle
21,DUNON Jean-Michel,614,"11,94%",614,2,NA,Juprelle,UP ! Juprelle,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM62060&party=231,Juprelle-UP ! Juprelle
1,GALANT Jacqueline,3.366,"26,21%",3.366,1,NA,Jurbise,LB,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM53044&party=19,Jurbise-LB
2,CAULIER Guy,1.052,"8,19%",1.052,2,NA,Jurbise,LB,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM53044&party=19,Jurbise-LB
3,DESMET-CULQUIN Brigitte,767,"5,97%",767,4,NA,Jurbise,LB,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM53044&party=19,Jurbise-LB
4,CHANOINE Vincent,799,"6,22%",799,3,NA,Jurbise,LB,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM53044&party=19,Jurbise-LB
5,HOTTON Stéphanie,531,"4,14%",531,6,NA,Jurbise,LB,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM53044&party=19,Jurbise-LB
6,DESSILLY Vincent,374,"2,91%",374,15,NA,Jurbise,LB,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM53044&party=19,Jurbise-LB
7,D'HAESE-LEURIDANT Mireille,739,"5,76%",739,5,NA,Jurbise,LB,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM53044&party=19,Jurbise-LB
8,POTTIEZ Pierre,385,3%,385,13,NA,Jurbise,LB,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM53044&party=19,Jurbise-LB
9,ROBETTE-DELPUTTE Francine,349,"2,72%",349,16,NA,Jurbise,LB,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM53044&party=19,Jurbise-LB
10,LEURIDENT Christophe,397,"3,09%",397,12,NA,Jurbise,LB,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM53044&party=19,Jurbise-LB
11,MAUROY-MOULIN-STALPAERT Pascale,426,"3,32%",426,9,NA,Jurbise,LB,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM53044&party=19,Jurbise-LB
12,HALLOT Jean-Pierre,297,"2,31%",297,NA,2,Jurbise,LB,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM53044&party=19,Jurbise-LB
13,DELVAUX Valérie,426,"3,32%",426,10,NA,Jurbise,LB,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM53044&party=19,Jurbise-LB
14,EGELS Emmanuel,318,"2,48%",318,17,NA,Jurbise,LB,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM53044&party=19,Jurbise-LB
15,LEDOUX-BOUCHEREAU Christelle,295,"2,30%",295,NA,3,Jurbise,LB,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM53044&party=19,Jurbise-LB
16,BEAU Christian,286,"2,23%",286,NA,4,Jurbise,LB,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM53044&party=19,Jurbise-LB
17,NÉLIS Caroline,440,"3,43%",440,8,NA,Jurbise,LB,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM53044&party=19,Jurbise-LB
18,WAYEMBERGH Pierre,379,"2,95%",379,14,NA,Jurbise,LB,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM53044&party=19,Jurbise-LB
19,DECOSTER Christa,308,"2,40%",308,NA,1,Jurbise,LB,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM53044&party=19,Jurbise-LB
20,PELERIEAU Jonathan,507,"3,95%",507,7,NA,Jurbise,LB,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM53044&party=19,Jurbise-LB
21,DANNEAU Frédéric,400,"3,12%",400,11,NA,Jurbise,LB,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM53044&party=19,Jurbise-LB
1,DELHAYE Joël,463,"12,41%",463,1,NA,Jurbise,ALTERNATIVE,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM53044&party=20,Jurbise-ALTERNATIVE
2,MORCRETTE Caroline,210,"5,63%",210,NA,1,Jurbise,ALTERNATIVE,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM53044&party=20,Jurbise-ALTERNATIVE
3,AUQUIÈRE Eric,236,"6,33%",236,3,NA,Jurbise,ALTERNATIVE,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM53044&party=20,Jurbise-ALTERNATIVE
4,SENECAUT Manuella,350,"9,38%",350,2,NA,Jurbise,ALTERNATIVE,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM53044&party=20,Jurbise-ALTERNATIVE
5,VERBIST Christophe,159,"4,26%",159,NA,7,Jurbise,ALTERNATIVE,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM53044&party=20,Jurbise-ALTERNATIVE
6,VIVIER Marie-Pierre,177,"4,75%",177,NA,5,Jurbise,ALTERNATIVE,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM53044&party=20,Jurbise-ALTERNATIVE
7,LAMOTE Vincent,142,"3,81%",142,NA,9,Jurbise,ALTERNATIVE,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM53044&party=20,Jurbise-ALTERNATIVE
8,BECQ Virginie,140,"3,75%",140,NA,11,Jurbise,ALTERNATIVE,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM53044&party=20,Jurbise-ALTERNATIVE
9,JOLY Laurent,206,"5,52%",206,NA,2,Jurbise,ALTERNATIVE,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM53044&party=20,Jurbise-ALTERNATIVE
10,JANSSENS Christine,182,"4,88%",182,NA,4,Jurbise,ALTERNATIVE,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM53044&party=20,Jurbise-ALTERNATIVE
11,FONTIGNY Frédéric,87,"2,33%",87,NA,17,Jurbise,ALTERNATIVE,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM53044&party=20,Jurbise-ALTERNATIVE
12,CARION Mélanie,214,"5,74%",214,4,NA,Jurbise,ALTERNATIVE,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM53044&party=20,Jurbise-ALTERNATIVE
13,BELLIÈRE Robin,99,"2,65%",99,NA,14,Jurbise,ALTERNATIVE,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM53044&party=20,Jurbise-ALTERNATIVE
14,DUBOIS Annie,147,"3,94%",147,NA,8,Jurbise,ALTERNATIVE,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM53044&party=20,Jurbise-ALTERNATIVE
15,LAZA Désiré,141,"3,78%",141,NA,10,Jurbise,ALTERNATIVE,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM53044&party=20,Jurbise-ALTERNATIVE
16,GLAUDE Cécile,96,"2,57%",96,NA,15,Jurbise,ALTERNATIVE,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM53044&party=20,Jurbise-ALTERNATIVE
17,GILLARD Marc,92,"2,47%",92,NA,16,Jurbise,ALTERNATIVE,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM53044&party=20,Jurbise-ALTERNATIVE
18,GODRY Katty,121,"3,24%",121,NA,12,Jurbise,ALTERNATIVE,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM53044&party=20,Jurbise-ALTERNATIVE
19,SPAGNA Paolo,165,"4,42%",165,NA,6,Jurbise,ALTERNATIVE,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM53044&party=20,Jurbise-ALTERNATIVE
20,VANDEVENNE Monique,104,"2,79%",104,NA,13,Jurbise,ALTERNATIVE,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM53044&party=20,Jurbise-ALTERNATIVE
21,BREUSE Eddy,199,"5,34%",199,NA,3,Jurbise,ALTERNATIVE,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM53044&party=20,Jurbise-ALTERNATIVE
1,LECOCQ Alison,72,"27,80%",-,NA,NA,Jurbise,Humanistes,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM53044&party=18,Jurbise-Humanistes
2,MULLER Laurent,60,"23,17%",-,NA,NA,Jurbise,Humanistes,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM53044&party=18,Jurbise-Humanistes
3,MAIRESSE Geneviève,41,"15,83%",-,NA,NA,Jurbise,Humanistes,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM53044&party=18,Jurbise-Humanistes
4,SCHOLLAERT Denis,34,"13,13%",-,NA,NA,Jurbise,Humanistes,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM53044&party=18,Jurbise-Humanistes
5,BRUYELLE Jean-Michel,52,"20,08%",-,NA,NA,Jurbise,Humanistes,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM53044&party=18,Jurbise-Humanistes
1,CAPPE Robert,768,"13,87%",768,1,NA,La Bruyère,MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92141&party=5,La Bruyère-MR
2,STREEL Marianne,330,"5,96%",330,6,NA,La Bruyère,MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92141&party=5,La Bruyère-MR
3,BOUVIER Thibault,338,"6,10%",338,4,NA,La Bruyère,MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92141&party=5,La Bruyère-MR
4,GEENS Sarah,607,"10,96%",607,2,NA,La Bruyère,MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92141&party=5,La Bruyère-MR
5,MARLIÈRE Jean-François,337,"6,09%",337,5,NA,La Bruyère,MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92141&party=5,La Bruyère-MR
6,de FAYS Gaëlle,130,"2,35%",130,NA,11,La Bruyère,MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92141&party=5,La Bruyère-MR
7,DINJART Alexis,147,"2,65%",147,NA,8,La Bruyère,MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92141&party=5,La Bruyère-MR
8,DECHAMPS Gabrielle,174,"3,14%",174,NA,6,La Bruyère,MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92141&party=5,La Bruyère-MR
9,HENRY Stéphan,246,"4,44%",246,NA,1,La Bruyère,MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92141&party=5,La Bruyère-MR
10,GILLES Murielle,189,"3,41%",189,NA,4,La Bruyère,MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92141&party=5,La Bruyère-MR
11,de THOMAZ de BOSSIERRE Nicolas,136,"2,46%",136,NA,10,La Bruyère,MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92141&party=5,La Bruyère-MR
12,FABULUS Héloïse,182,"3,29%",182,NA,5,La Bruyère,MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92141&party=5,La Bruyère-MR
13,JANQUART Guy,260,"4,69%",260,8,NA,La Bruyère,MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92141&party=5,La Bruyère-MR
14,COLLINGE Justine,195,"3,52%",195,NA,3,La Bruyère,MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92141&party=5,La Bruyère-MR
15,FOSSÉ Gilles,107,"1,93%",107,NA,13,La Bruyère,MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92141&party=5,La Bruyère-MR
16,COCINA Rosaria,116,"2,09%",116,NA,12,La Bruyère,MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92141&party=5,La Bruyère-MR
17,GHELDOF Ludovic,140,"2,53%",140,NA,9,La Bruyère,MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92141&party=5,La Bruyère-MR
18,des TOUCHES Marie,174,"3,14%",174,NA,7,La Bruyère,MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92141&party=5,La Bruyère-MR
19,FABULUS Eddy,200,"3,61%",200,NA,2,La Bruyère,MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92141&party=5,La Bruyère-MR
20,MALOTAUX Maureen,287,"5,18%",287,7,NA,La Bruyère,MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92141&party=5,La Bruyère-MR
21,BOTILDE Laurent,475,"8,58%",475,3,NA,La Bruyère,MR,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92141&party=5,La Bruyère-MR
1,VAFIDIS-DESMEDT Rachelle,290,"8,66%",290,1,NA,La Bruyère,ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92141&party=6,La Bruyère-ECOLO
2,SOUTMANS Philippe,265,"7,92%",265,2,NA,La Bruyère,ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92141&party=6,La Bruyère-ECOLO
3,DEMOLDER Jennifer,163,"4,87%",163,NA,4,La Bruyère,ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92141&party=6,La Bruyère-ECOLO
4,BRICHART Pierre,160,"4,78%",160,NA,5,La Bruyère,ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92141&party=6,La Bruyère-ECOLO
5,VAN der ELST Carole,220,"6,57%",220,3,NA,La Bruyère,ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92141&party=6,La Bruyère-ECOLO
6,PISCAGLIA Patrick,159,"4,75%",159,NA,6,La Bruyère,ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92141&party=6,La Bruyère-ECOLO
7,BOURNONVILLE Nadine,146,"4,36%",146,NA,9,La Bruyère,ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92141&party=6,La Bruyère-ECOLO
8,de MARNEFFE Guy,126,"3,76%",126,NA,14,La Bruyère,ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92141&party=6,La Bruyère-ECOLO
9,de SART Camille,159,"4,75%",159,NA,7,La Bruyère,ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92141&party=6,La Bruyère-ECOLO
10,SCHMETZ Roland,159,"4,75%",159,NA,8,La Bruyère,ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92141&party=6,La Bruyère-ECOLO
11,THIRY Christine,129,"3,85%",129,NA,12,La Bruyère,ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92141&party=6,La Bruyère-ECOLO
12,THOLLEMBECK Jacques,166,"4,96%",166,NA,3,La Bruyère,ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92141&party=6,La Bruyère-ECOLO
13,DECAMP Anne-Marie,139,"4,15%",139,NA,10,La Bruyère,ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92141&party=6,La Bruyère-ECOLO
14,TRENTESEAUX Philippe,97,"2,90%",97,NA,18,La Bruyère,ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92141&party=6,La Bruyère-ECOLO
15,GEUTEN Sophie,132,"3,94%",132,NA,11,La Bruyère,ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92141&party=6,La Bruyère-ECOLO
16,MONTIRONI Patrice,108,"3,23%",108,NA,16,La Bruyère,ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92141&party=6,La Bruyère-ECOLO
17,DEBAE Anne-Marie,128,"3,82%",128,NA,13,La Bruyère,ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92141&party=6,La Bruyère-ECOLO
18,de SART Jean,103,"3,08%",103,NA,17,La Bruyère,ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92141&party=6,La Bruyère-ECOLO
19,de MARNEFFE-COETS Solange,117,"3,49%",117,NA,15,La Bruyère,ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92141&party=6,La Bruyère-ECOLO
20,SEVERIN Jean,195,"5,82%",195,NA,1,La Bruyère,ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92141&party=6,La Bruyère-ECOLO
21,NIESSEN Jacqueline,187,"5,59%",187,NA,2,La Bruyère,ECOLO,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92141&party=6,La Bruyère-ECOLO
1,DEPAS Yves,965,"16,84%",965,1,NA,La Bruyère,PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92141&party=8,La Bruyère-PS
2,PONCELET Isabelle,300,"5,23%",300,5,NA,La Bruyère,PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92141&party=8,La Bruyère-PS
3,BOTILDE Baudouin,270,"4,71%",270,6,NA,La Bruyère,PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92141&party=8,La Bruyère-PS
4,DEPREZ Natacha,155,"2,70%",155,NA,9,La Bruyère,PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92141&party=8,La Bruyère-PS
5,RADART Bernard,264,"4,61%",264,NA,1,La Bruyère,PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92141&party=8,La Bruyère-PS
6,ROLAND-PIETQUIN Ingrid,137,"2,39%",137,NA,10,La Bruyère,PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92141&party=8,La Bruyère-PS
7,LECLERCQ Jérôme,236,"4,12%",236,NA,3,La Bruyère,PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92141&party=8,La Bruyère-PS
8,TASSOUL Maud,191,"3,33%",191,NA,6,La Bruyère,PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92141&party=8,La Bruyère-PS
9,GROMMERSCH Nicolas,127,"2,22%",127,NA,14,La Bruyère,PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92141&party=8,La Bruyère-PS
10,FRÈRES Candice,137,"2,39%",137,NA,11,La Bruyère,PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92141&party=8,La Bruyère-PS
11,JOINE Alain,321,"5,60%",321,4,NA,La Bruyère,PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92141&party=8,La Bruyère-PS
12,LABOULLE-BRASSEUR Muriel,130,"2,27%",130,NA,12,La Bruyère,PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92141&party=8,La Bruyère-PS
13,ATISY Dimitri,164,"2,86%",164,NA,7,La Bruyère,PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92141&party=8,La Bruyère-PS
14,THONON-BIHAIN Anne,156,"2,72%",156,NA,8,La Bruyère,PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92141&party=8,La Bruyère-PS
15,MARTIN Jacques,204,"3,56%",204,NA,5,La Bruyère,PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92141&party=8,La Bruyère-PS
16,BIELANDE-CAP Caroline,126,"2,20%",126,NA,15,La Bruyère,PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92141&party=8,La Bruyère-PS
17,BURNOTTE Joseph-jojo,256,"4,47%",256,NA,2,La Bruyère,PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92141&party=8,La Bruyère-PS
18,GERON Françoise,128,"2,23%",128,NA,13,La Bruyère,PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92141&party=8,La Bruyère-PS
19,TOUSSAINT Jean-Marc,454,"7,92%",454,3,NA,La Bruyère,PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92141&party=8,La Bruyère-PS
20,BUFFET-CONARD Anne-Catherine,205,"3,58%",205,NA,4,La Bruyère,PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92141&party=8,La Bruyère-PS
21,CHAPELLE Thierry,806,"14,06%",806,2,NA,La Bruyère,PS,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92141&party=8,La Bruyère-PS
1,COLE Francis,70,100%,-,NA,NA,La Bruyère,PP,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92141&party=57,La Bruyère-PP
1,FRÈRE Luc,544,"9,38%",544,1,NA,La Bruyère,D&B,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92141&party=483,La Bruyère-D&B
2,BUGGENHOUT-TILMANT Valérie,397,"6,84%",397,3,NA,La Bruyère,D&B,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92141&party=483,La Bruyère-D&B
3,CHARLOT Grégory,427,"7,36%",427,2,NA,La Bruyère,D&B,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92141&party=483,La Bruyère-D&B
4,ROSE Carine,249,"4,29%",249,NA,6,La Bruyère,D&B,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92141&party=483,La Bruyère-D&B
5,LEROY Didier,235,"4,05%",235,NA,11,La Bruyère,D&B,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92141&party=483,La Bruyère-D&B
6,VAN OBBERGHEN Gennifer,246,"4,24%",246,NA,8,La Bruyère,D&B,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92141&party=483,La Bruyère-D&B
7,NOIRHOMME Simon,336,"5,79%",336,NA,1,La Bruyère,D&B,https://elections2018.wallonie.be/fr/votes-nominatifs?el=CG&id=CGM92141&party=483,La Bruyère-D&B
