Nr,Titulaires,Votes,%,I,II,III,commune,parti,lien,liste
17,ISTASE Fernand,0,0%,0,NA,NA,Visé,OUI Visé,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM62108&party=387,Visé-11 LB
18,ROEMEN-LEENDERS Marie-Claire,0,0%,0,NA,NA,Visé,OUI Visé,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM62108&party=387,Visé-11 LB
19,CLAASSENS Frédéric,0,0%,0,NA,NA,Visé,OUI Visé,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM62108&party=387,Visé-11 LB
20,LOVINFOSSE Laurence,0,0%,0,NA,NA,Visé,OUI Visé,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM62108&party=387,Visé-11 LB
21,PHILIPPENS Jean-Pierre,0,0%,0,NA,NA,Visé,OUI Visé,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM62108&party=387,Visé-11 LB
22,DEBRUCHE Nadège,0,0%,0,NA,NA,Visé,OUI Visé,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM62108&party=387,Visé-11 LB
23,WATHELET Dany,0,0%,0,NA,NA,Visé,OUI Visé,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM62108&party=387,Visé-11 LB
24,PAQUE Sophie,0,0%,0,NA,NA,Visé,OUI Visé,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM62108&party=387,Visé-11 LB
25,JEUKENS Benoit,0,0%,0,NA,NA,Visé,OUI Visé,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM62108&party=387,Visé-11 LB
1,LEJEUNE Luc,0,0%,0,NA,NA,Visé,ENSEMBLE,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM62108&party=72,Visé-11 LB
2,SCHOLZ Sabine,0,0%,0,NA,NA,Visé,ENSEMBLE,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM62108&party=72,Visé-11 LB
3,AUSSEMS Bernard,0,0%,0,NA,NA,Visé,ENSEMBLE,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM62108&party=72,Visé-11 LB
4,LEJEUNE Martine,0,0%,0,NA,NA,Visé,ENSEMBLE,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM62108&party=72,Visé-11 LB
5,LABIOUSE Nicolas,0,0%,0,NA,NA,Visé,ENSEMBLE,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM62108&party=72,Visé-11 LB
6,BRUYÈRE Christine,0,0%,0,NA,NA,Visé,ENSEMBLE,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM62108&party=72,Visé-11 LB
7,LUCHINI Frédéric,0,0%,0,NA,NA,Visé,ENSEMBLE,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM62108&party=72,Visé-11 LB
8,DESSY Aurélie,0,0%,0,NA,NA,Visé,ENSEMBLE,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM62108&party=72,Visé-11 LB
9,JODOGNE Sébastien,0,0%,0,NA,NA,Visé,ENSEMBLE,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM62108&party=72,Visé-11 LB
10,HILSON Christel,0,0%,0,NA,NA,Visé,ENSEMBLE,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM62108&party=72,Visé-11 LB
11,CETINKAYA Hasan,0,0%,0,NA,NA,Visé,ENSEMBLE,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM62108&party=72,Visé-11 LB
12,BAECKE Elisabeth,0,0%,0,NA,NA,Visé,ENSEMBLE,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM62108&party=72,Visé-11 LB
13,NIHANT Pierre-François,0,0%,0,NA,NA,Visé,ENSEMBLE,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM62108&party=72,Visé-11 LB
14,PIERRET Danielle,0,0%,0,NA,NA,Visé,ENSEMBLE,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM62108&party=72,Visé-11 LB
15,FORBRAS Nicolas,0,0%,0,NA,NA,Visé,ENSEMBLE,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM62108&party=72,Visé-11 LB
16,LAMBRECHT-FONTAINE Véronique,0,0%,0,NA,NA,Visé,ENSEMBLE,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM62108&party=72,Visé-11 LB
17,KNOPS Guy,0,0%,0,NA,NA,Visé,ENSEMBLE,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM62108&party=72,Visé-11 LB
18,JANSSEN Sonia,0,0%,0,NA,NA,Visé,ENSEMBLE,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM62108&party=72,Visé-11 LB
19,PIÉROT Guy,0,0%,0,NA,NA,Visé,ENSEMBLE,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM62108&party=72,Visé-11 LB
20,MORRIS Sabrina,0,0%,0,NA,NA,Visé,ENSEMBLE,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM62108&party=72,Visé-11 LB
21,REKKO Jean-François,0,0%,0,NA,NA,Visé,ENSEMBLE,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM62108&party=72,Visé-11 LB
22,SPITS Marie,0,0%,0,NA,NA,Visé,ENSEMBLE,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM62108&party=72,Visé-11 LB
23,MARTIN Thierry,0,0%,0,NA,NA,Visé,ENSEMBLE,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM62108&party=72,Visé-11 LB
24,BUSARD Tifany,0,0%,0,NA,NA,Visé,ENSEMBLE,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM62108&party=72,Visé-11 LB
25,WILLEMS Patrick,0,0%,0,NA,NA,Visé,ENSEMBLE,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM62108&party=72,Visé-11 LB
1,MULLENDERS Martial,0,0%,0,NA,NA,Visé,Visons DEMAIN,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM62108&party=386,Visé-11 LB
2,VAN LINTHOUT Caroline,0,0%,0,NA,NA,Visé,Visons DEMAIN,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM62108&party=386,Visé-11 LB
3,LEGROS Bernard,0,0%,0,NA,NA,Visé,Visons DEMAIN,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM62108&party=386,Visé-11 LB
4,HANQUET Corinne,0,0%,0,NA,NA,Visé,Visons DEMAIN,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM62108&party=386,Visé-11 LB
5,ABOT Paul,0,0%,0,NA,NA,Visé,Visons DEMAIN,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM62108&party=386,Visé-11 LB
6,DANTHINE Allison,0,0%,0,NA,NA,Visé,Visons DEMAIN,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM62108&party=386,Visé-11 LB
7,BRIARD Roméo,0,0%,0,NA,NA,Visé,Visons DEMAIN,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM62108&party=386,Visé-11 LB
8,VERHAEGH Laura,0,0%,0,NA,NA,Visé,Visons DEMAIN,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM62108&party=386,Visé-11 LB
9,WATHELET François,0,0%,0,NA,NA,Visé,Visons DEMAIN,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM62108&party=386,Visé-11 LB
10,DEMARCHE Gisèle,0,0%,0,NA,NA,Visé,Visons DEMAIN,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM62108&party=386,Visé-11 LB
11,VERJANS Jean-François,0,0%,0,NA,NA,Visé,Visons DEMAIN,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM62108&party=386,Visé-11 LB
12,PONCELET Martine,0,0%,0,NA,NA,Visé,Visons DEMAIN,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM62108&party=386,Visé-11 LB
13,FERY Gilles,0,0%,0,NA,NA,Visé,Visons DEMAIN,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM62108&party=386,Visé-11 LB
14,MARCHAL Cécile,0,0%,0,NA,NA,Visé,Visons DEMAIN,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM62108&party=386,Visé-11 LB
15,BEAUWENS Pol,0,0%,0,NA,NA,Visé,Visons DEMAIN,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM62108&party=386,Visé-11 LB
16,BIELEN Marie-Paule,0,0%,0,NA,NA,Visé,Visons DEMAIN,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM62108&party=386,Visé-11 LB
17,WOUTERS Chris,0,0%,0,NA,NA,Visé,Visons DEMAIN,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM62108&party=386,Visé-11 LB
18,LETAWE Géraldine,0,0%,0,NA,NA,Visé,Visons DEMAIN,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM62108&party=386,Visé-11 LB
19,LECLERCQ Jim,0,0%,0,NA,NA,Visé,Visons DEMAIN,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM62108&party=386,Visé-11 LB
20,VERBERT Jeanne,0,0%,0,NA,NA,Visé,Visons DEMAIN,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM62108&party=386,Visé-11 LB
21,KISS Tamas,0,0%,0,NA,NA,Visé,Visons DEMAIN,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM62108&party=386,Visé-11 LB
22,LAGARD Celine,0,0%,0,NA,NA,Visé,Visons DEMAIN,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM62108&party=386,Visé-11 LB
23,VAN LINTHOUT Georges,0,0%,0,NA,NA,Visé,Visons DEMAIN,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM62108&party=386,Visé-11 LB
24,SPIGARELLI Nadine,0,0%,0,NA,NA,Visé,Visons DEMAIN,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM62108&party=386,Visé-11 LB
25,BERTRAND Béatrice,0,0%,0,NA,NA,Visé,Visons DEMAIN,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM62108&party=386,Visé-11 LB
1,LEBOC Françoise,0,0%,0,NA,NA,Vresse-sur-Semois,CONFIANCE,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM91143&party=143,Vresse-sur-Semois-11 LB
2,DURUISSEAU David,0,0%,0,NA,NA,Vresse-sur-Semois,CONFIANCE,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM91143&party=143,Vresse-sur-Semois-11 LB
3,LAURANT Myriam,0,0%,0,NA,NA,Vresse-sur-Semois,CONFIANCE,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM91143&party=143,Vresse-sur-Semois-11 LB
4,LUCKX François,0,0%,0,NA,NA,Vresse-sur-Semois,CONFIANCE,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM91143&party=143,Vresse-sur-Semois-11 LB
5,BLANC-NICOLAÏ Eveline,0,0%,0,NA,NA,Vresse-sur-Semois,CONFIANCE,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM91143&party=143,Vresse-sur-Semois-11 LB
6,SECUNDO-LAURANT José,0,0%,0,NA,NA,Vresse-sur-Semois,CONFIANCE,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM91143&party=143,Vresse-sur-Semois-11 LB
7,GRANDJEAN Patricia,0,0%,0,NA,NA,Vresse-sur-Semois,CONFIANCE,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM91143&party=143,Vresse-sur-Semois-11 LB
8,WILEMME Alain,0,0%,0,NA,NA,Vresse-sur-Semois,CONFIANCE,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM91143&party=143,Vresse-sur-Semois-11 LB
9,SALHI Katia,0,0%,0,NA,NA,Vresse-sur-Semois,CONFIANCE,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM91143&party=143,Vresse-sur-Semois-11 LB
10,BIENFAIT Laurent,0,0%,0,NA,NA,Vresse-sur-Semois,CONFIANCE,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM91143&party=143,Vresse-sur-Semois-11 LB
11,ROBINET André,0,0%,0,NA,NA,Vresse-sur-Semois,CONFIANCE,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM91143&party=143,Vresse-sur-Semois-11 LB
1,MARTIN Frédéric,0,0%,0,NA,NA,Vresse-sur-Semois,ECD,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM91143&party=142,Vresse-sur-Semois-11 LB
2,MAROIT Isabelle,0,0%,0,NA,NA,Vresse-sur-Semois,ECD,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM91143&party=142,Vresse-sur-Semois-11 LB
3,FELTEN Philippe,0,0%,0,NA,NA,Vresse-sur-Semois,ECD,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM91143&party=142,Vresse-sur-Semois-11 LB
4,RENARD Pascaline,0,0%,0,NA,NA,Vresse-sur-Semois,ECD,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM91143&party=142,Vresse-sur-Semois-11 LB
5,ALLARD Arnaud,0,0%,0,NA,NA,Vresse-sur-Semois,ECD,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM91143&party=142,Vresse-sur-Semois-11 LB
6,BODET Eloïse,0,0%,0,NA,NA,Vresse-sur-Semois,ECD,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM91143&party=142,Vresse-sur-Semois-11 LB
7,MINCIER Alain-Stéphane,0,0%,0,NA,NA,Vresse-sur-Semois,ECD,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM91143&party=142,Vresse-sur-Semois-11 LB
8,LOISON Eva,0,0%,0,NA,NA,Vresse-sur-Semois,ECD,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM91143&party=142,Vresse-sur-Semois-11 LB
9,NEMERY Pascal,0,0%,0,NA,NA,Vresse-sur-Semois,ECD,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM91143&party=142,Vresse-sur-Semois-11 LB
10,LIEGEOIS-SOENEN Veronique,0,0%,0,NA,NA,Vresse-sur-Semois,ECD,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM91143&party=142,Vresse-sur-Semois-11 LB
11,THERET Yves-Marie,0,0%,0,NA,NA,Vresse-sur-Semois,ECD,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM91143&party=142,Vresse-sur-Semois-11 LB
1,STOFFELS Daniel,0,0%,0,NA,NA,Waimes,WAIMES & Vous #,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM63080&party=204,Waimes-11 LB
2,VANDEUREN-SERVAIS Mireille,0,0%,0,NA,NA,Waimes,WAIMES & Vous #,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM63080&party=204,Waimes-11 LB
3,LEJOLY Jérôme,0,0%,0,NA,NA,Waimes,WAIMES & Vous #,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM63080&party=204,Waimes-11 LB
4,KLEIN Irène,0,0%,0,NA,NA,Waimes,WAIMES & Vous #,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM63080&party=204,Waimes-11 LB
5,DEHOTTAY André,0,0%,0,NA,NA,Waimes,WAIMES & Vous #,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM63080&party=204,Waimes-11 LB
6,WEY Audrey,0,0%,0,NA,NA,Waimes,WAIMES & Vous #,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM63080&party=204,Waimes-11 LB
7,NOËL Stany,0,0%,0,NA,NA,Waimes,WAIMES & Vous #,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM63080&party=204,Waimes-11 LB
8,REUTER COULON Laurane,0,0%,0,NA,NA,Waimes,WAIMES & Vous #,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM63080&party=204,Waimes-11 LB
9,ROSEN Raphaël,0,0%,0,NA,NA,Waimes,WAIMES & Vous #,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM63080&party=204,Waimes-11 LB
10,ABINET Julie,0,0%,0,NA,NA,Waimes,WAIMES & Vous #,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM63080&party=204,Waimes-11 LB
11,GERARDY Maurice,0,0%,0,NA,NA,Waimes,WAIMES & Vous #,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM63080&party=204,Waimes-11 LB
12,PAQUO-THOUMSIN Christelle,0,0%,0,NA,NA,Waimes,WAIMES & Vous #,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM63080&party=204,Waimes-11 LB
13,DOMINIQUE David,0,0%,0,NA,NA,Waimes,WAIMES & Vous #,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM63080&party=204,Waimes-11 LB
14,THUNUS Sabine,0,0%,0,NA,NA,Waimes,WAIMES & Vous #,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM63080&party=204,Waimes-11 LB
15,GAZON Norbert,0,0%,0,NA,NA,Waimes,WAIMES & Vous #,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM63080&party=204,Waimes-11 LB
16,LEJOLY Aline,0,0%,0,NA,NA,Waimes,WAIMES & Vous #,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM63080&party=204,Waimes-11 LB
17,THUNUS Christophe,0,0%,0,NA,NA,Waimes,WAIMES & Vous #,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM63080&party=204,Waimes-11 LB
18,PIETTE Mary,0,0%,0,NA,NA,Waimes,WAIMES & Vous #,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM63080&party=204,Waimes-11 LB
19,CRASSON Laurent,0,0%,0,NA,NA,Waimes,WAIMES & Vous #,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM63080&party=204,Waimes-11 LB
1,LERHO Guillaume,0,0%,0,NA,NA,Waimes,W. Ensemble,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM63080&party=205,Waimes-11 LB
2,LAMBY Laura,0,0%,0,NA,NA,Waimes,W. Ensemble,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM63080&party=205,Waimes-11 LB
3,LEJOLY Thomas,0,0%,0,NA,NA,Waimes,W. Ensemble,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM63080&party=205,Waimes-11 LB
4,ROSEN Vanessa,0,0%,0,NA,NA,Waimes,W. Ensemble,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM63080&party=205,Waimes-11 LB
5,MÉLOTTE Joan,0,0%,0,NA,NA,Waimes,W. Ensemble,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM63080&party=205,Waimes-11 LB
6,KUPPER Mélanie,0,0%,0,NA,NA,Waimes,W. Ensemble,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM63080&party=205,Waimes-11 LB
7,ROSEN Arnaud,0,0%,0,NA,NA,Waimes,W. Ensemble,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM63080&party=205,Waimes-11 LB
8,MÜLLER Wendy,0,0%,0,NA,NA,Waimes,W. Ensemble,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM63080&party=205,Waimes-11 LB
9,RAUW Jean-Baptiste,0,0%,0,NA,NA,Waimes,W. Ensemble,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM63080&party=205,Waimes-11 LB
10,LEJOLY Céline,0,0%,0,NA,NA,Waimes,W. Ensemble,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM63080&party=205,Waimes-11 LB
11,BLESGEN Gilles,0,0%,0,NA,NA,Waimes,W. Ensemble,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM63080&party=205,Waimes-11 LB
1,BULTOT Philippe,0,0%,0,NA,NA,Walcourt,MR-EC,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM93088&party=150,Walcourt-11 LB
2,VANDENEUCKER Karine,0,0%,0,NA,NA,Walcourt,MR-EC,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM93088&party=150,Walcourt-11 LB
3,NAVAUX Albert,0,0%,0,NA,NA,Walcourt,MR-EC,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM93088&party=150,Walcourt-11 LB
4,GOBERT Odette,0,0%,0,NA,NA,Walcourt,MR-EC,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM93088&party=150,Walcourt-11 LB
5,REVERS Léon-Hervé,0,0%,0,NA,NA,Walcourt,MR-EC,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM93088&party=150,Walcourt-11 LB
6,WARNIER Delphine,0,0%,0,NA,NA,Walcourt,MR-EC,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM93088&party=150,Walcourt-11 LB
7,PREYAT Nicolas,0,0%,0,NA,NA,Walcourt,MR-EC,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM93088&party=150,Walcourt-11 LB
8,VAN DE WALLE - LEGRAND Isabelle,0,0%,0,NA,NA,Walcourt,MR-EC,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM93088&party=150,Walcourt-11 LB
9,DISPA Thibaut,0,0%,0,NA,NA,Walcourt,MR-EC,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM93088&party=150,Walcourt-11 LB
10,DOCQ Cindy,0,0%,0,NA,NA,Walcourt,MR-EC,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM93088&party=150,Walcourt-11 LB
11,ANTOINE Jean-Marie,0,0%,0,NA,NA,Walcourt,MR-EC,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM93088&party=150,Walcourt-11 LB
12,BELLE Zoé,0,0%,0,NA,NA,Walcourt,MR-EC,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM93088&party=150,Walcourt-11 LB
13,DI CATALDO Antonino,0,0%,0,NA,NA,Walcourt,MR-EC,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM93088&party=150,Walcourt-11 LB
14,GILMAIRE Grâce,0,0%,0,NA,NA,Walcourt,MR-EC,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM93088&party=150,Walcourt-11 LB
15,DE LAERE Michaël,0,0%,0,NA,NA,Walcourt,MR-EC,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM93088&party=150,Walcourt-11 LB
16,DEBRICHY Laeticia,0,0%,0,NA,NA,Walcourt,MR-EC,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM93088&party=150,Walcourt-11 LB
17,ROLAND Benoit,0,0%,0,NA,NA,Walcourt,MR-EC,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM93088&party=150,Walcourt-11 LB
18,GHESQUIERE - VAN ASSCHE Jeannine,0,0%,0,NA,NA,Walcourt,MR-EC,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM93088&party=150,Walcourt-11 LB
19,MATTOZZA Sébastien,0,0%,0,NA,NA,Walcourt,MR-EC,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM93088&party=150,Walcourt-11 LB
20,HENSEVAL Angélique,0,0%,0,NA,NA,Walcourt,MR-EC,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM93088&party=150,Walcourt-11 LB
21,SICILIANO Daniele,0,0%,0,NA,NA,Walcourt,MR-EC,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM93088&party=150,Walcourt-11 LB
22,HUBLET Julie,0,0%,0,NA,NA,Walcourt,MR-EC,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM93088&party=150,Walcourt-11 LB
23,DOGNIES Xavier,0,0%,0,NA,NA,Walcourt,MR-EC,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM93088&party=150,Walcourt-11 LB
24,GOUVERNEUR Anne,0,0%,0,NA,NA,Walcourt,MR-EC,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM93088&party=150,Walcourt-11 LB
25,BÉDORET Vincent,0,0%,0,NA,NA,Walcourt,MR-EC,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM93088&party=150,Walcourt-11 LB
1,DELATTE Marie,0,0%,-,NA,NA,Walcourt,ECOLO VERS DEMAIN,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM93088&party=148,Walcourt-11 LB
2,BERNARD Guy,0,0%,-,NA,NA,Walcourt,ECOLO VERS DEMAIN,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM93088&party=148,Walcourt-11 LB
3,DELORGE Sylvie,0,0%,-,NA,NA,Walcourt,ECOLO VERS DEMAIN,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM93088&party=148,Walcourt-11 LB
4,BOLLE Jean-Nicolas,0,0%,-,NA,NA,Walcourt,ECOLO VERS DEMAIN,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM93088&party=148,Walcourt-11 LB
5,BLONDIAU Odette,0,0%,-,NA,NA,Walcourt,ECOLO VERS DEMAIN,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM93088&party=148,Walcourt-11 LB
6,FANUEL Martin,0,0%,-,NA,NA,Walcourt,ECOLO VERS DEMAIN,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM93088&party=148,Walcourt-11 LB
7,PARÉE Catherine,0,0%,-,NA,NA,Walcourt,ECOLO VERS DEMAIN,https://rwa-ma5.martineproject.be/fr/votes-nominatifs?el=CG&id=CGM93088&party=148,Walcourt-11 LB
