numero,liste,resultat_2019,resultat_2014,pourcent_2019,pourcent_2014,evolution_en_pourcent,commune,lien,INS,Entités administratives,Langue,Administratieve eenheden,Province,Region
22,BUB Belgische Unie,264,-,"1,14%",-,-,Vilvorde,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX23088,23088,Vilvorde,N,Vilvoorde,Province du Brabant Flamand,RÉGION FLAMANDE
NA,ROSSEM,-,71,-,"0,32%",-,Vilvorde,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX23088,23088,Vilvorde,N,Vilvoorde,Province du Brabant Flamand,RÉGION FLAMANDE
NA,PP,-,133,-,"0,60%",-,Vilvorde,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX23088,23088,Vilvorde,N,Vilvoorde,Province du Brabant Flamand,RÉGION FLAMANDE
NA,B.U.B.-Belg.Unie,-,190,-,"0,86%",-,Vilvorde,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX23088,23088,Vilvorde,N,Vilvoorde,Province du Brabant Flamand,RÉGION FLAMANDE
3,Open Vld,835,1.380,"19,52%","40,03%","-20,52%",Wemmel,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX23102,23102,Wemmel,N,Wemmel,Province du Brabant Flamand,RÉGION FLAMANDE
8,N-VA,1.476,801,"34,50%","23,24%","+11,26%",Wemmel,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX23102,23102,Wemmel,N,Wemmel,Province du Brabant Flamand,RÉGION FLAMANDE
9,VLAAMS BELANG,371,76,"8,67%","2,20%","+6,47%",Wemmel,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX23102,23102,Wemmel,N,Wemmel,Province du Brabant Flamand,RÉGION FLAMANDE
10,CD&V,355,379,"8,30%","11,00%","-2,70%",Wemmel,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX23102,23102,Wemmel,N,Wemmel,Province du Brabant Flamand,RÉGION FLAMANDE
11,DéFI,281,-,"6,57%",-,"+0,19%",Wemmel,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX23102,23102,Wemmel,N,Wemmel,Province du Brabant Flamand,RÉGION FLAMANDE
NA,FDF,-,220,-,"6,38%",-,Wemmel,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX23102,23102,Wemmel,N,Wemmel,Province du Brabant Flamand,RÉGION FLAMANDE
12,PVDA,143,-,"3,34%",-,"+2,27%",Wemmel,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX23102,23102,Wemmel,N,Wemmel,Province du Brabant Flamand,RÉGION FLAMANDE
NA,PVDA+,-,37,-,"1,07%",-,Wemmel,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX23102,23102,Wemmel,N,Wemmel,Province du Brabant Flamand,RÉGION FLAMANDE
15,GROEN,510,308,"11,92%","8,94%","+2,99%",Wemmel,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX23102,23102,Wemmel,N,Wemmel,Province du Brabant Flamand,RÉGION FLAMANDE
16,sp.a,248,195,"5,80%","5,66%","+0,14%",Wemmel,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX23102,23102,Wemmel,N,Wemmel,Province du Brabant Flamand,RÉGION FLAMANDE
21,PRO,19,-,"0,44%",-,-,Wemmel,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX23102,23102,Wemmel,N,Wemmel,Province du Brabant Flamand,RÉGION FLAMANDE
22,BUB Belgische Unie,40,-,"0,94%",-,-,Wemmel,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX23102,23102,Wemmel,N,Wemmel,Province du Brabant Flamand,RÉGION FLAMANDE
NA,ROSSEM,-,2,-,"0,06%",-,Wemmel,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX23102,23102,Wemmel,N,Wemmel,Province du Brabant Flamand,RÉGION FLAMANDE
NA,PP,-,29,-,"0,84%",-,Wemmel,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX23102,23102,Wemmel,N,Wemmel,Province du Brabant Flamand,RÉGION FLAMANDE
NA,B.U.B.-Belg.Unie,-,20,-,"0,58%",-,Wemmel,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX23102,23102,Wemmel,N,Wemmel,Province du Brabant Flamand,RÉGION FLAMANDE
3,Open Vld,398,756,"16,66%","26,67%","-10,01%",Wezembeek-Oppem,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX23103,23103,Wezembeek-Oppem,N,Wezembeek-Oppem,Province du Brabant Flamand,RÉGION FLAMANDE
8,N-VA,576,593,"24,11%","20,92%","+3,19%",Wezembeek-Oppem,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX23103,23103,Wezembeek-Oppem,N,Wezembeek-Oppem,Province du Brabant Flamand,RÉGION FLAMANDE
9,VLAAMS BELANG,141,63,"5,90%","2,22%","+3,68%",Wezembeek-Oppem,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX23103,23103,Wezembeek-Oppem,N,Wezembeek-Oppem,Province du Brabant Flamand,RÉGION FLAMANDE
10,CD&V,229,355,"9,59%","12,52%","-2,94%",Wezembeek-Oppem,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX23103,23103,Wezembeek-Oppem,N,Wezembeek-Oppem,Province du Brabant Flamand,RÉGION FLAMANDE
11,DéFI,412,-,"17,25%",-,"-3,32%",Wezembeek-Oppem,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX23103,23103,Wezembeek-Oppem,N,Wezembeek-Oppem,Province du Brabant Flamand,RÉGION FLAMANDE
NA,FDF,-,583,-,"20,56%",-,Wezembeek-Oppem,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX23103,23103,Wezembeek-Oppem,N,Wezembeek-Oppem,Province du Brabant Flamand,RÉGION FLAMANDE
12,PVDA,48,-,"2,01%",-,"+0,56%",Wezembeek-Oppem,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX23103,23103,Wezembeek-Oppem,N,Wezembeek-Oppem,Province du Brabant Flamand,RÉGION FLAMANDE
NA,PVDA+,-,41,-,"1,45%",-,Wezembeek-Oppem,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX23103,23103,Wezembeek-Oppem,N,Wezembeek-Oppem,Province du Brabant Flamand,RÉGION FLAMANDE
15,GROEN,444,216,"18,59%","7,62%","+10,97%",Wezembeek-Oppem,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX23103,23103,Wezembeek-Oppem,N,Wezembeek-Oppem,Province du Brabant Flamand,RÉGION FLAMANDE
16,sp.a,116,197,"4,86%","6,95%","-2,09%",Wezembeek-Oppem,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX23103,23103,Wezembeek-Oppem,N,Wezembeek-Oppem,Province du Brabant Flamand,RÉGION FLAMANDE
21,PRO,3,-,"0,13%",-,-,Wezembeek-Oppem,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX23103,23103,Wezembeek-Oppem,N,Wezembeek-Oppem,Province du Brabant Flamand,RÉGION FLAMANDE
22,BUB Belgische Unie,22,-,"0,92%",-,-,Wezembeek-Oppem,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX23103,23103,Wezembeek-Oppem,N,Wezembeek-Oppem,Province du Brabant Flamand,RÉGION FLAMANDE
NA,ROSSEM,-,0,-,"0,00%",-,Wezembeek-Oppem,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX23103,23103,Wezembeek-Oppem,N,Wezembeek-Oppem,Province du Brabant Flamand,RÉGION FLAMANDE
NA,PP,-,12,-,"0,42%",-,Wezembeek-Oppem,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX23103,23103,Wezembeek-Oppem,N,Wezembeek-Oppem,Province du Brabant Flamand,RÉGION FLAMANDE
NA,B.U.B.-Belg.Unie,-,19,-,"0,67%",-,Wezembeek-Oppem,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX23103,23103,Wezembeek-Oppem,N,Wezembeek-Oppem,Province du Brabant Flamand,RÉGION FLAMANDE
3,Open Vld,3.155,4.374,"18,80%","26,45%","-7,65%",Zaventem,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX23094,23094,Zaventem,N,Zaventem,Province du Brabant Flamand,RÉGION FLAMANDE
8,N-VA,3.971,3.709,"23,66%","22,43%","+1,23%",Zaventem,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX23094,23094,Zaventem,N,Zaventem,Province du Brabant Flamand,RÉGION FLAMANDE
9,VLAAMS BELANG,1.271,510,"7,57%","3,08%","+4,49%",Zaventem,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX23094,23094,Zaventem,N,Zaventem,Province du Brabant Flamand,RÉGION FLAMANDE
10,CD&V,1.755,2.184,"10,46%","13,21%","-2,75%",Zaventem,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX23094,23094,Zaventem,N,Zaventem,Province du Brabant Flamand,RÉGION FLAMANDE
11,DéFI,1.835,-,"10,93%",-,"-0,37%",Zaventem,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX23094,23094,Zaventem,N,Zaventem,Province du Brabant Flamand,RÉGION FLAMANDE
NA,FDF,-,1.869,-,"11,30%",-,Zaventem,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX23094,23094,Zaventem,N,Zaventem,Province du Brabant Flamand,RÉGION FLAMANDE
12,PVDA,996,-,"5,93%",-,"+4,01%",Zaventem,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX23094,23094,Zaventem,N,Zaventem,Province du Brabant Flamand,RÉGION FLAMANDE
NA,PVDA+,-,318,-,"1,92%",-,Zaventem,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX23094,23094,Zaventem,N,Zaventem,Province du Brabant Flamand,RÉGION FLAMANDE
15,GROEN,2.234,1.442,"13,31%","8,72%","+4,59%",Zaventem,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX23094,23094,Zaventem,N,Zaventem,Province du Brabant Flamand,RÉGION FLAMANDE
16,sp.a,1.229,1.807,"7,32%","10,93%","-3,60%",Zaventem,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX23094,23094,Zaventem,N,Zaventem,Province du Brabant Flamand,RÉGION FLAMANDE
21,PRO,101,-,"0,60%",-,-,Zaventem,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX23094,23094,Zaventem,N,Zaventem,Province du Brabant Flamand,RÉGION FLAMANDE
22,BUB Belgische Unie,239,-,"1,42%",-,-,Zaventem,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX23094,23094,Zaventem,N,Zaventem,Province du Brabant Flamand,RÉGION FLAMANDE
NA,ROSSEM,-,41,-,"0,25%",-,Zaventem,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX23094,23094,Zaventem,N,Zaventem,Province du Brabant Flamand,RÉGION FLAMANDE
NA,PP,-,114,-,"0,69%",-,Zaventem,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX23094,23094,Zaventem,N,Zaventem,Province du Brabant Flamand,RÉGION FLAMANDE
NA,B.U.B.-Belg.Unie,-,170,-,"1,03%",-,Zaventem,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX23094,23094,Zaventem,N,Zaventem,Province du Brabant Flamand,RÉGION FLAMANDE
3,Open Vld,2.292,3.080,"14,45%","20,13%","-5,68%",Zemst,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX23096,23096,Zemst,N,Zemst,Province du Brabant Flamand,RÉGION FLAMANDE
8,N-VA,5.028,5.541,"31,70%","36,22%","-4,51%",Zemst,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX23096,23096,Zemst,N,Zemst,Province du Brabant Flamand,RÉGION FLAMANDE
9,VLAAMS BELANG,2.457,850,"15,49%","5,56%","+9,94%",Zemst,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX23096,23096,Zemst,N,Zemst,Province du Brabant Flamand,RÉGION FLAMANDE
10,CD&V,2.245,2.561,"14,16%","16,74%","-2,58%",Zemst,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX23096,23096,Zemst,N,Zemst,Province du Brabant Flamand,RÉGION FLAMANDE
11,DéFI,58,-,"0,37%",-,"+0,07%",Zemst,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX23096,23096,Zemst,N,Zemst,Province du Brabant Flamand,RÉGION FLAMANDE
NA,FDF,-,45,-,"0,29%",-,Zemst,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX23096,23096,Zemst,N,Zemst,Province du Brabant Flamand,RÉGION FLAMANDE
12,PVDA,738,-,"4,65%",-,"+2,87%",Zemst,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX23096,23096,Zemst,N,Zemst,Province du Brabant Flamand,RÉGION FLAMANDE
NA,PVDA+,-,273,-,"1,78%",-,Zemst,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX23096,23096,Zemst,N,Zemst,Province du Brabant Flamand,RÉGION FLAMANDE
15,GROEN,1.624,1.265,"10,24%","8,27%","+1,97%",Zemst,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX23096,23096,Zemst,N,Zemst,Province du Brabant Flamand,RÉGION FLAMANDE
16,sp.a,1.265,1.563,"7,98%","10,22%","-2,24%",Zemst,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX23096,23096,Zemst,N,Zemst,Province du Brabant Flamand,RÉGION FLAMANDE
21,PRO,108,-,"0,68%",-,-,Zemst,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX23096,23096,Zemst,N,Zemst,Province du Brabant Flamand,RÉGION FLAMANDE
22,BUB Belgische Unie,45,-,"0,28%",-,-,Zemst,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX23096,23096,Zemst,N,Zemst,Province du Brabant Flamand,RÉGION FLAMANDE
NA,ROSSEM,-,43,-,"0,28%",-,Zemst,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX23096,23096,Zemst,N,Zemst,Province du Brabant Flamand,RÉGION FLAMANDE
NA,PP,-,51,-,"0,33%",-,Zemst,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX23096,23096,Zemst,N,Zemst,Province du Brabant Flamand,RÉGION FLAMANDE
NA,B.U.B.-Belg.Unie,-,28,-,"0,18%",-,Zemst,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX23096,23096,Zemst,N,Zemst,Province du Brabant Flamand,RÉGION FLAMANDE
3,Open Vld,3.203,4.727,"15,52%","23,02%","-7,50%",Aarschot,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX24001,24001,Aarschot,N,Aarschot,Province du Brabant Flamand,RÉGION FLAMANDE
8,N-VA,5.301,5.694,"25,68%","27,73%","-2,05%",Aarschot,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX24001,24001,Aarschot,N,Aarschot,Province du Brabant Flamand,RÉGION FLAMANDE
9,VLAAMS BELANG,3.848,1.354,"18,64%","6,59%","+12,05%",Aarschot,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX24001,24001,Aarschot,N,Aarschot,Province du Brabant Flamand,RÉGION FLAMANDE
10,CD&V,2.950,4.045,"14,29%","19,70%","-5,41%",Aarschot,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX24001,24001,Aarschot,N,Aarschot,Province du Brabant Flamand,RÉGION FLAMANDE
11,DéFI,20,-,"0,10%",-,"-0,03%",Aarschot,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX24001,24001,Aarschot,N,Aarschot,Province du Brabant Flamand,RÉGION FLAMANDE
NA,FDF,-,27,-,"0,13%",-,Aarschot,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX24001,24001,Aarschot,N,Aarschot,Province du Brabant Flamand,RÉGION FLAMANDE
12,PVDA,1.063,-,"5,15%",-,"+2,95%",Aarschot,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX24001,24001,Aarschot,N,Aarschot,Province du Brabant Flamand,RÉGION FLAMANDE
NA,PVDA+,-,452,-,"2,20%",-,Aarschot,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX24001,24001,Aarschot,N,Aarschot,Province du Brabant Flamand,RÉGION FLAMANDE
15,GROEN,1.852,1.543,"8,97%","7,52%","+1,46%",Aarschot,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX24001,24001,Aarschot,N,Aarschot,Province du Brabant Flamand,RÉGION FLAMANDE
16,sp.a,2.231,2.510,"10,81%","12,22%","-1,42%",Aarschot,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX24001,24001,Aarschot,N,Aarschot,Province du Brabant Flamand,RÉGION FLAMANDE
21,PRO,85,-,"0,41%",-,-,Aarschot,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX24001,24001,Aarschot,N,Aarschot,Province du Brabant Flamand,RÉGION FLAMANDE
22,BUB Belgische Unie,86,-,"0,42%",-,-,Aarschot,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX24001,24001,Aarschot,N,Aarschot,Province du Brabant Flamand,RÉGION FLAMANDE
NA,ROSSEM,-,109,-,"0,53%",-,Aarschot,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX24001,24001,Aarschot,N,Aarschot,Province du Brabant Flamand,RÉGION FLAMANDE
NA,PP,-,30,-,"0,15%",-,Aarschot,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX24001,24001,Aarschot,N,Aarschot,Province du Brabant Flamand,RÉGION FLAMANDE
NA,B.U.B.-Belg.Unie,-,41,-,"0,20%",-,Aarschot,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX24001,24001,Aarschot,N,Aarschot,Province du Brabant Flamand,RÉGION FLAMANDE
3,Open Vld,871,1.569,"12,22%","22,18%","-9,96%",Begijnendijk,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX24007,24007,Begijnendijk,N,Begijnendijk,Province du Brabant Flamand,RÉGION FLAMANDE
8,N-VA,2.126,2.315,"29,82%","32,72%","-2,90%",Begijnendijk,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX24007,24007,Begijnendijk,N,Begijnendijk,Province du Brabant Flamand,RÉGION FLAMANDE
9,VLAAMS BELANG,1.539,408,"21,58%","5,77%","+15,82%",Begijnendijk,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX24007,24007,Begijnendijk,N,Begijnendijk,Province du Brabant Flamand,RÉGION FLAMANDE
10,CD&V,975,1.322,"13,67%","18,69%","-5,01%",Begijnendijk,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX24007,24007,Begijnendijk,N,Begijnendijk,Province du Brabant Flamand,RÉGION FLAMANDE
11,DéFI,2,-,"0,03%",-,"-0,04%",Begijnendijk,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX24007,24007,Begijnendijk,N,Begijnendijk,Province du Brabant Flamand,RÉGION FLAMANDE
NA,FDF,-,5,-,"0,07%",-,Begijnendijk,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX24007,24007,Begijnendijk,N,Begijnendijk,Province du Brabant Flamand,RÉGION FLAMANDE
12,PVDA,332,-,"4,66%",-,"+2,59%",Begijnendijk,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX24007,24007,Begijnendijk,N,Begijnendijk,Province du Brabant Flamand,RÉGION FLAMANDE
NA,PVDA+,-,146,-,"2,06%",-,Begijnendijk,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX24007,24007,Begijnendijk,N,Begijnendijk,Province du Brabant Flamand,RÉGION FLAMANDE
15,GROEN,558,499,"7,83%","7,05%","+0,77%",Begijnendijk,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX24007,24007,Begijnendijk,N,Begijnendijk,Province du Brabant Flamand,RÉGION FLAMANDE
16,sp.a,628,761,"8,81%","10,76%","-1,95%",Begijnendijk,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX24007,24007,Begijnendijk,N,Begijnendijk,Province du Brabant Flamand,RÉGION FLAMANDE
21,PRO,71,-,"1,00%",-,-,Begijnendijk,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX24007,24007,Begijnendijk,N,Begijnendijk,Province du Brabant Flamand,RÉGION FLAMANDE
22,BUB Belgische Unie,28,-,"0,39%",-,-,Begijnendijk,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX24007,24007,Begijnendijk,N,Begijnendijk,Province du Brabant Flamand,RÉGION FLAMANDE
NA,ROSSEM,-,30,-,"0,42%",-,Begijnendijk,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX24007,24007,Begijnendijk,N,Begijnendijk,Province du Brabant Flamand,RÉGION FLAMANDE
NA,PP,-,6,-,"0,08%",-,Begijnendijk,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX24007,24007,Begijnendijk,N,Begijnendijk,Province du Brabant Flamand,RÉGION FLAMANDE
NA,B.U.B.-Belg.Unie,-,14,-,"0,20%",-,Begijnendijk,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX24007,24007,Begijnendijk,N,Begijnendijk,Province du Brabant Flamand,RÉGION FLAMANDE
3,Open Vld,512,946,"11,88%","22,14%","-10,26%",Bekkevoort,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX24008,24008,Bekkevoort,N,Bekkevoort,Province du Brabant Flamand,RÉGION FLAMANDE
8,N-VA,1.348,1.200,"31,28%","28,09%","+3,19%",Bekkevoort,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX24008,24008,Bekkevoort,N,Bekkevoort,Province du Brabant Flamand,RÉGION FLAMANDE
9,VLAAMS BELANG,776,208,"18,01%","4,87%","+13,14%",Bekkevoort,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX24008,24008,Bekkevoort,N,Bekkevoort,Province du Brabant Flamand,RÉGION FLAMANDE
10,CD&V,768,1.154,"17,82%","27,01%","-9,19%",Bekkevoort,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX24008,24008,Bekkevoort,N,Bekkevoort,Province du Brabant Flamand,RÉGION FLAMANDE
11,DéFI,3,-,"0,07%",-,"+0,05%",Bekkevoort,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX24008,24008,Bekkevoort,N,Bekkevoort,Province du Brabant Flamand,RÉGION FLAMANDE
NA,FDF,-,1,-,"0,02%",-,Bekkevoort,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX24008,24008,Bekkevoort,N,Bekkevoort,Province du Brabant Flamand,RÉGION FLAMANDE
12,PVDA,174,-,"4,04%",-,"+2,82%",Bekkevoort,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX24008,24008,Bekkevoort,N,Bekkevoort,Province du Brabant Flamand,RÉGION FLAMANDE
NA,PVDA+,-,52,-,"1,22%",-,Bekkevoort,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX24008,24008,Bekkevoort,N,Bekkevoort,Province du Brabant Flamand,RÉGION FLAMANDE
15,GROEN,230,187,"5,34%","4,38%","+0,96%",Bekkevoort,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX24008,24008,Bekkevoort,N,Bekkevoort,Province du Brabant Flamand,RÉGION FLAMANDE
16,sp.a,443,483,"10,28%","11,31%","-1,03%",Bekkevoort,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX24008,24008,Bekkevoort,N,Bekkevoort,Province du Brabant Flamand,RÉGION FLAMANDE
21,PRO,44,-,"1,02%",-,-,Bekkevoort,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX24008,24008,Bekkevoort,N,Bekkevoort,Province du Brabant Flamand,RÉGION FLAMANDE
22,BUB Belgische Unie,11,-,"0,26%",-,-,Bekkevoort,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX24008,24008,Bekkevoort,N,Bekkevoort,Province du Brabant Flamand,RÉGION FLAMANDE
NA,ROSSEM,-,32,-,"0,75%",-,Bekkevoort,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX24008,24008,Bekkevoort,N,Bekkevoort,Province du Brabant Flamand,RÉGION FLAMANDE
NA,PP,-,2,-,"0,05%",-,Bekkevoort,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX24008,24008,Bekkevoort,N,Bekkevoort,Province du Brabant Flamand,RÉGION FLAMANDE
NA,B.U.B.-Belg.Unie,-,7,-,"0,16%",-,Bekkevoort,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX24008,24008,Bekkevoort,N,Bekkevoort,Province du Brabant Flamand,RÉGION FLAMANDE
3,Open Vld,1.181,1.660,"18,57%","26,18%","-7,61%",Bertem,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX24009,24009,Bertem,N,Bertem,Province du Brabant Flamand,RÉGION FLAMANDE
8,N-VA,1.911,1.832,"30,05%","28,89%","+1,16%",Bertem,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX24009,24009,Bertem,N,Bertem,Province du Brabant Flamand,RÉGION FLAMANDE
9,VLAAMS BELANG,705,212,"11,08%","3,34%","+7,74%",Bertem,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX24009,24009,Bertem,N,Bertem,Province du Brabant Flamand,RÉGION FLAMANDE
10,CD&V,1.000,1.199,"15,72%","18,91%","-3,19%",Bertem,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX24009,24009,Bertem,N,Bertem,Province du Brabant Flamand,RÉGION FLAMANDE
11,DéFI,36,-,"0,57%",-,"+0,38%",Bertem,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX24009,24009,Bertem,N,Bertem,Province du Brabant Flamand,RÉGION FLAMANDE
NA,FDF,-,12,-,"0,19%",-,Bertem,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX24009,24009,Bertem,N,Bertem,Province du Brabant Flamand,RÉGION FLAMANDE
12,PVDA,243,-,"3,82%",-,"+2,13%",Bertem,https://elections2019.belgium.be/fr/resultats-chiffres?el=CK&id=CKX24009,24009,Bertem,N,Bertem,Province du Brabant Flamand,RÉGION FLAMANDE
